episode,run_name,state_mode,reward_mode,sentiment_imputation_mode,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown
14,state_only_decay,price_sentiment,profit,decay,1.7938495399944883,0.00021234660919300922,0.050000000000000044,-0.23482471310640474,-0.09486471343834757,0.26336424209491677,-0.3602034683362908,-0.4358636277287349
15,state_only_decay,price_sentiment,profit,decay,2.352153688302475,0.00018880227685455885,0.050000000000000044,-0.06859309859845941,-0.034471103743400566,0.034085793050621774,-1.0113041434068017,-0.0706839529928982
16,state_only_decay,price_sentiment,profit,decay,1.983474690930925,0.000188806962187294,0.050000000000000044,-0.03205631126028108,-0.014968375844535586,0.050799495028984946,-0.2946559967967201,-0.08264549083205996
17,state_only_decay,price_sentiment,profit,decay,2.2578455488582594,0.0001993907673905604,0.050000000000000044,-0.009757842740857448,0.039467705978156076,0.29551209933001815,0.13355698825069034,-0.33948460697800575
18,state_only_decay,price_sentiment,profit,decay,2.2522465290357916,0.000211942475094692,0.050000000000000044,-0.045255068592267134,0.019917755516557945,0.293255249457421,0.06791951909952047,-0.3998026311594095
19,state_only_decay,price_sentiment,profit,decay,2.2457405157507457,0.00021674644712078913,0.050000000000000044,-0.12673114877773395,-0.025009401093959216,0.2922208247466895,-0.08558391112487798,-0.3936143254738763
20,state_only_decay,price_sentiment,profit,decay,2.1564117592083325,0.00022030339481760253,0.050000000000000044,0.05156839050972839,0.0694480453371713,0.28965741825043106,0.23975924993271927,-0.3439276968011964
21,state_only_decay,price_sentiment,profit,decay,2.4267256302866542,0.0002262402941501135,0.050000000000000044,-0.07501504962903671,0.002602181574762774,0.28898322034043394,0.009004611311678576,-0.4278715711234148
22,state_only_decay,price_sentiment,profit,decay,2.7325986140740404,0.0002347643266213232,0.050000000000000044,0.01396666884964226,0.05210576322684868,0.29622404105793276,0.17589984607852377,-0.34941483546480967
23,state_only_decay,price_sentiment,profit,decay,2.4006191830639074,0.00022424273450092743,0.050000000000000044,-0.1187311996630177,-0.022614893249444767,0.2849043082064051,-0.07937715435689698,-0.3154356347345305
24,state_only_decay,price_sentiment,profit,decay,1.3189930693583674,0.0002161238821866773,0.050000000000000044,-0.14699586748045967,-0.03506350179928386,0.29709829159811013,-0.11801987016039409,-0.3967044551277811
25,state_only_decay,price_sentiment,profit,decay,2.013158421554363,0.0002070233077941162,0.050000000000000044,-0.026936436697124866,0.030723865620805757,0.2966404512640129,0.10357274434382928,-0.33382144826691085
26,state_only_decay,price_sentiment,profit,decay,2.066214108346264,0.00020782527563844308,0.050000000000000044,-0.10595375395169415,-0.012659228262966615,0.29494508276762754,-0.042920628288420005,-0.38380865647707973
27,state_only_decay,price_sentiment,profit,decay,1.7141547264994998,0.00019759299687873002,0.050000000000000044,-0.008473958656885716,6.497832897478517e-05,0.09290666537880775,0.0006993936194981216,-0.11026358892330657
28,state_only_decay,price_sentiment,profit,decay,2.563314522036422,0.00018284684690468667,0.050000000000000044,-0.1505328384817336,-0.03726834237086363,0.2964276381973694,-0.12572492429349444,-0.4063390631368431
29,state_only_decay,price_sentiment,profit,decay,2.649509792888534,0.00018636982151745842,0.050000000000000044,-0.03231173300112167,0.02803605397791653,0.2972413383282304,0.09432084425268454,-0.35016035561041103
30,state_only_decay,price_sentiment,profit,decay,2.6284662519326742,0.00017293321862606065,0.050000000000000044,-0.07192825113764068,0.007016775720415813,0.29831128651709593,0.023521656865013348,-0.3555961591878234
31,state_only_decay,price_sentiment,profit,decay,2.39907061524876,0.00017773718105051832,0.050000000000000044,-0.0947167408409263,-0.00664915077219097,0.29421184780249954,-0.02259987428057097,-0.3832808325169783
32,state_only_decay,price_sentiment,profit,decay,2.200696953257129,0.00019754501053605088,0.050000000000000044,-0.12992375267719147,-0.0313844917707492,0.2755514484857686,-0.1138970306387996,-0.31195061851707395
33,state_only_decay,price_sentiment,profit,decay,2.5999140892669277,0.0001945118235132384,0.050000000000000044,-0.1336225614151728,-0.02960171732809469,0.28963737824734254,-0.10220268360120156,-0.3493262752927735
34,state_only_decay,price_sentiment,profit,decay,2.3949857014427156,0.00019457114935323314,0.050000000000000044,-0.12165850812956813,-0.02137955016149362,0.2949580475018864,-0.07248335938810717,-0.3690993962142286
35,state_only_decay,price_sentiment,profit,decay,2.335371855592277,0.00019721967999195976,0.050000000000000044,-0.04704088281868968,0.02075835184707331,0.2992027815032508,0.06937887322697825,-0.3368777654466222
36,state_only_decay,price_sentiment,profit,decay,2.1993510514135033,0.00020002049155347143,0.050000000000000044,-0.18623437465415882,-0.057798664447930914,0.29637208173569557,-0.19502061094767936,-0.3933070945140995
37,state_only_decay,price_sentiment,profit,decay,2.1482341283346824,0.0002121551329247142,0.050000000000000044,-0.17813543060745596,-0.07262957134801129,0.21482527205353644,-0.3380867188191496,-0.28345286558421257
38,state_only_decay,price_sentiment,profit,decay,2.2665160781852585,0.00021490086953090528,0.050000000000000044,-0.30486895836481065,-0.13766997974739592,0.2622174745008377,-0.5250221405322707,-0.387885558013615
39,state_only_decay,price_sentiment,profit,decay,2.5279006783972333,0.0002112466496831172,0.050000000000000044,-0.2591132470191757,-0.12526307651029933,0.18228721675418022,-0.6871742228596334,-0.3267105405987155
40,state_only_decay,price_sentiment,profit,decay,2.3321978756537853,0.00022163095977402317,0.050000000000000044,-0.09611147684550336,-0.008728717441062961,0.2897640895558841,-0.030123530677805172,-0.3557583529675026
41,state_only_decay,price_sentiment,profit,decay,2.731855787828043,0.00021627748738964223,0.050000000000000044,-0.203283706683279,-0.06788478938559483,0.29585765568316624,-0.22945084597808282,-0.37793594242299
42,state_only_decay,price_sentiment,profit,decay,2.258408662330452,0.00020547629784665593,0.050000000000000044,-0.13320065382656343,-0.026803528692316725,0.298818996186673,-0.08969820872958321,-0.36936414926554084
43,state_only_decay,price_sentiment,profit,decay,2.391551938504363,0.00022376205394569903,0.050000000000000044,-0.2500849669505292,-0.12705477636157725,0.13056882862226576,-0.9730865912042863,-0.292351072965926
44,state_only_decay,price_sentiment,profit,decay,1.7815373635696576,0.00020880477816085304,0.050000000000000044,-0.1928761721425134,-0.070982015369359,0.260661103156966,-0.27231533400905905,-0.3732846578243256
45,state_only_decay,price_sentiment,profit,decay,2.3696478296387307,0.00020009813153772237,0.050000000000000044,-0.20684783620564828,-0.07025445908705452,0.2946630263269865,-0.23842305552476545,-0.3933705278575782
46,state_only_decay,price_sentiment,profit,decay,2.4490376180476057,0.00020980629428500887,0.050000000000000044,-0.09223727503322732,-0.00759332071503005,0.28625329245691933,-0.02652657948440133,-0.31290712618420746
47,state_only_decay,price_sentiment,profit,decay,2.651539376016597,0.00020445146922866018,0.050000000000000044,-0.17962885762518854,-0.07140284434491762,0.22464446345368716,-0.3178482266919437,-0.3228706050527278
48,state_only_decay,price_sentiment,profit,decay,2.3172033161095733,0.00020858230038348346,0.050000000000000044,-0.3033822410024045,-0.1339315903933317,0.274008939756931,-0.4887854772626772,-0.3960436561568431
49,state_only_decay,price_sentiment,profit,decay,2.4458862072519834,0.00020543892217099975,0.050000000000000044,-0.16062464929926867,-0.0788654467792731,0.10652534619862002,-0.7403444306318036,-0.28648464339295143
50,state_only_decay,price_sentiment,profit,decay,2.5503624381409393,0.00020374179782527708,0.050000000000000044,-0.19861652944000274,-0.08884918761316019,0.19026425054946566,-0.46697783402069437,-0.32148964762108234
