run_name,state_mode,reward_mode,sentiment_imputation_mode,dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,variant
baseline_none,price_only,profit,zero,train,double_dqn,3.364310911295473,0.3317714672579581,0.2768321949783044,1.1984569471190276,-0.3885217384930179,baseline
baseline_none,price_only,profit,zero,validation,double_dqn,-0.0859276387482925,0.0007339483847073,0.3028536350010385,0.0024234425474364,-0.3611141570183757,baseline
baseline_none,price_only,profit,zero,test,double_dqn,0.7112216208560167,0.339307696403738,0.2046787507860805,1.657757315308049,-0.2283344447140766,baseline
