dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group,run_name,reward_mode,sentiment_variant,seed,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance
train,double_dqn,0.8648994215333623,0.12514130110993205,0.16090097172785212,0.7777535447181514,-0.14813027174898263,profit_sparse,profit_sparse_seed42,profit,sparse,42.0,0.005,20.0,1e-06
validation,double_dqn,0.07655921550630218,0.03426369369284066,0.14569144503426895,0.23517986031905505,-0.19803652100357005,profit_sparse,profit_sparse_seed42,profit,sparse,42.0,0.005,20.0,1e-06
test,double_dqn,0.28408024155577194,0.14692954390246382,0.14729623195199093,0.9975105401905554,-0.170324962729267,profit_sparse,profit_sparse_seed42,profit,sparse,42.0,0.005,20.0,1e-06
train,double_dqn,-0.24810823358186385,-0.03661103258984366,0.1456688135676269,-0.2513306156148993,-0.48625023441774007,profit_sparse,profit_sparse_seed43,profit,sparse,43.0,0.005,20.0,1e-06
validation,double_dqn,0.06960004656447616,0.026874427324611094,0.10463575086029689,0.2568379077289955,-0.13606193624153118,profit_sparse,profit_sparse_seed43,profit,sparse,43.0,0.005,20.0,1e-06
test,double_dqn,0.02091198593272714,0.014977946665706066,0.09397288507154543,0.15938583405524623,-0.1690841554878475,profit_sparse,profit_sparse_seed43,profit,sparse,43.0,0.005,20.0,1e-06
train,double_dqn,2.1146160639336626,0.21597998122844309,0.09218941813802523,2.3427849485401855,-0.06812732070222605,profit_sparse,profit_sparse_seed44,profit,sparse,44.0,0.005,20.0,1e-06
validation,double_dqn,0.14459154105996563,0.04572188266573374,0.07126368131011307,0.6415874373198472,-0.07358027703207548,profit_sparse,profit_sparse_seed44,profit,sparse,44.0,0.005,20.0,1e-06
test,double_dqn,-0.11071216736594869,-0.05572778248701682,0.06194424029305738,-0.8996442966023865,-0.1368884963064576,profit_sparse,profit_sparse_seed44,profit,sparse,44.0,0.005,20.0,1e-06
train,double_dqn,3.3035344321446187,0.29267932382667383,0.14817502686604378,1.9752270677248993,-0.09805311866452993,profit_sparse,profit_sparse_seed45,profit,sparse,45.0,0.005,20.0,1e-06
validation,double_dqn,-0.06825801608496862,-0.010384387646417026,0.15218938486875733,-0.068233324258273,-0.23555858383750072,profit_sparse,profit_sparse_seed45,profit,sparse,45.0,0.005,20.0,1e-06
test,double_dqn,0.06597581116681894,0.04378909561067457,0.14558503240212647,0.30078020307556674,-0.20925519384722513,profit_sparse,profit_sparse_seed45,profit,sparse,45.0,0.005,20.0,1e-06
train,double_dqn,0.16389247158862452,0.041369669655308305,0.17237384964816893,0.23999968521761075,-0.37535338922174544,profit_sparse,profit_sparse_seed46,profit,sparse,46.0,0.005,20.0,1e-06
validation,double_dqn,0.23992374616017997,0.08144477032849351,0.14905238978671317,0.5464170715077905,-0.1545205153132858,profit_sparse,profit_sparse_seed46,profit,sparse,46.0,0.005,20.0,1e-06
test,double_dqn,0.019665237462899166,0.020561104163679067,0.14516578220961315,0.14163877913039946,-0.1602446166272391,profit_sparse,profit_sparse_seed46,profit,sparse,46.0,0.005,20.0,1e-06
train,double_dqn,2.0693335825571033,0.22078661375423736,0.14610399075467023,1.511160732939664,-0.13458553190984524,profit_decay,profit_decay_seed42,profit,decay,42.0,0.005,20.0,1e-06
validation,double_dqn,0.1319807512862914,0.04964252803171587,0.13945604385222865,0.35597258218739103,-0.19536762191889023,profit_decay,profit_decay_seed42,profit,decay,42.0,0.005,20.0,1e-06
test,double_dqn,0.13381446352959925,0.07410273377217824,0.12733047761637772,0.5819716941252318,-0.15431638484143995,profit_decay,profit_decay_seed42,profit,decay,42.0,0.005,20.0,1e-06
train,double_dqn,0.8967410178865809,0.12522271270741414,0.1423256402807269,0.8798324213432065,-0.21828157409523496,profit_decay,profit_decay_seed43,profit,decay,43.0,0.005,20.0,1e-06
validation,double_dqn,0.2386524894055706,0.07473679532581445,0.10251179770797614,0.7290555525981124,-0.08770137883301898,profit_decay,profit_decay_seed43,profit,decay,43.0,0.005,20.0,1e-06
test,double_dqn,-0.056230102857468434,-0.023815512261578964,0.10137629146399729,-0.23492191238852714,-0.14449384554729294,profit_decay,profit_decay_seed43,profit,decay,43.0,0.005,20.0,1e-06
train,double_dqn,2.056446273654035,0.21271929553107727,0.09695397862506545,2.194023376324683,-0.07513356797127191,profit_decay,profit_decay_seed44,profit,decay,44.0,0.005,20.0,1e-06
validation,double_dqn,0.12164420836289103,0.04163758570464782,0.09914355316984225,0.4199726999224923,-0.12852137997461666,profit_decay,profit_decay_seed44,profit,decay,44.0,0.005,20.0,1e-06
test,double_dqn,0.05565646791563705,0.03274366183020616,0.09874183687169154,0.33160879792781633,-0.11767532043939954,profit_decay,profit_decay_seed44,profit,decay,44.0,0.005,20.0,1e-06
train,double_dqn,1.946403850220579,0.20509465242716018,0.0958239869011224,2.1403268540557656,-0.07909230391983135,profit_decay,profit_decay_seed45,profit,decay,45.0,0.005,20.0,1e-06
validation,double_dqn,0.047974558573109505,0.015772788639128787,0.045012750577328786,0.35040712768779214,-0.04767832781728987,profit_decay,profit_decay_seed45,profit,decay,45.0,0.005,20.0,1e-06
test,double_dqn,-0.06740455512433385,-0.033655091528982495,0.04479288097499062,-0.7513491161189937,-0.06975374194017459,profit_decay,profit_decay_seed45,profit,decay,45.0,0.005,20.0,1e-06
train,double_dqn,2.7226183040195857,0.260777450323715,0.14412768201362347,1.8093502003249133,-0.12141961430411774,profit_decay,profit_decay_seed46,profit,decay,46.0,0.005,20.0,1e-06
validation,double_dqn,0.18605709188801134,0.0634478549323787,0.12819684339015958,0.4949252513127712,-0.1470911403784686,profit_decay,profit_decay_seed46,profit,decay,46.0,0.005,20.0,1e-06
test,double_dqn,0.23000150660451335,0.11929851218995968,0.12797238204093483,0.9322207673824449,-0.15036882450358025,profit_decay,profit_decay_seed46,profit,decay,46.0,0.005,20.0,1e-06
train,double_dqn,0.8238621887510134,0.12514920703381716,0.18209495720638635,0.6872744251339871,-0.25830102232307095,sharpe_none,sharpe_none_seed42,sharpe,none,42.0,0.005,20.0,1e-06
validation,double_dqn,0.1377783194263169,0.054423048872521695,0.15895763793343376,0.342374544438766,-0.2253731319228255,sharpe_none,sharpe_none_seed42,sharpe,none,42.0,0.005,20.0,1e-06
test,double_dqn,0.24999836797709207,0.13344585084589733,0.1587842357379538,0.8404225408505089,-0.1671004027663947,sharpe_none,sharpe_none_seed42,sharpe,none,42.0,0.005,20.0,1e-06
train,double_dqn,8.902125152118176,0.4776663949010751,0.09309803556786139,5.130789194288559,-0.02981119946514388,sharpe_none,sharpe_none_seed43,sharpe,none,43.0,0.005,20.0,1e-06
validation,double_dqn,0.17221785317473315,0.055186464929738666,0.09050943425095949,0.6097316305913562,-0.12483320231899986,sharpe_none,sharpe_none_seed43,sharpe,none,43.0,0.005,20.0,1e-06
test,double_dqn,-0.09880256688684241,-0.04633851978837267,0.10113377023232313,-0.4581903718404292,-0.16029882128977235,sharpe_none,sharpe_none_seed43,sharpe,none,43.0,0.005,20.0,1e-06
train,double_dqn,4.5113324410168705,0.34423040557238416,0.12954350596714118,2.657257135372718,-0.07895301876829186,sharpe_none,sharpe_none_seed44,sharpe,none,44.0,0.005,20.0,1e-06
validation,double_dqn,0.17168496985307358,0.059791938149178936,0.13102446581894633,0.4563417814792032,-0.26461757730472,sharpe_none,sharpe_none_seed44,sharpe,none,44.0,0.005,20.0,1e-06
test,double_dqn,-0.05099271189575827,-0.018827082823673624,0.12202360035751111,-0.15429050420175322,-0.2271540689299666,sharpe_none,sharpe_none_seed44,sharpe,none,44.0,0.005,20.0,1e-06
train,double_dqn,1.3110460509766515,0.16598286807831486,0.15792585098987041,1.0510177215316145,-0.15152838363766752,sharpe_none,sharpe_none_seed45,sharpe,none,45.0,0.005,20.0,1e-06
validation,double_dqn,0.24212130642007934,0.08230054946690735,0.1505717696127035,0.5465868514303746,-0.2197900676619361,sharpe_none,sharpe_none_seed45,sharpe,none,45.0,0.005,20.0,1e-06
test,double_dqn,0.20017205349207723,0.11040972948647831,0.15882586446522928,0.6951621504358291,-0.16980836935442,sharpe_none,sharpe_none_seed45,sharpe,none,45.0,0.005,20.0,1e-06
train,double_dqn,0.661452734545992,0.1037422702103461,0.16197147172543108,0.6404971758619735,-0.33869509584174484,sharpe_none,sharpe_none_seed46,sharpe,none,46.0,0.005,20.0,1e-06
validation,double_dqn,0.23589915472830802,0.07787473003133849,0.13272227495310973,0.5867495117820376,-0.12355466456721031,sharpe_none,sharpe_none_seed46,sharpe,none,46.0,0.005,20.0,1e-06
test,double_dqn,0.3606225693801184,0.1783747276101948,0.13170392954127727,1.3543614699384534,-0.10324301309676509,sharpe_none,sharpe_none_seed46,sharpe,none,46.0,0.005,20.0,1e-06
train,double_dqn,1.0591451534030272,0.14432105949561835,0.16143172114650822,0.8940068189240143,-0.33869509584174495,sharpe_sparse,sharpe_sparse_seed42,sharpe,sparse,42.0,0.005,20.0,1e-06
validation,double_dqn,0.04394588942243294,0.022841437378425145,0.13490172135566425,0.1693190950336682,-0.2477087650777462,sharpe_sparse,sharpe_sparse_seed42,sharpe,sparse,42.0,0.005,20.0,1e-06
test,double_dqn,0.07670613593618936,0.04585028751340925,0.12280636586698902,0.3733543223896835,-0.16323590540083666,sharpe_sparse,sharpe_sparse_seed42,sharpe,sparse,42.0,0.005,20.0,1e-06
train,double_dqn,1.4781886578712382,0.1757002005293089,0.13440454706197508,1.3072489314538744,-0.1259779131699884,sharpe_sparse,sharpe_sparse_seed43,sharpe,sparse,43.0,0.005,20.0,1e-06
validation,double_dqn,0.02714740668674942,0.015821027597142878,0.12095365667753658,0.13080239185593096,-0.2171061520437394,sharpe_sparse,sharpe_sparse_seed43,sharpe,sparse,43.0,0.005,20.0,1e-06
test,double_dqn,0.07136198935167681,0.04202893163569832,0.11297159272273037,0.3720309736523872,-0.1731898279749965,sharpe_sparse,sharpe_sparse_seed43,sharpe,sparse,43.0,0.005,20.0,1e-06
train,double_dqn,0.2740734919171002,0.06126830616049239,0.19254965815124014,0.3181948321734675,-0.3753533892217452,sharpe_sparse,sharpe_sparse_seed44,sharpe,sparse,44.0,0.005,20.0,1e-06
validation,double_dqn,0.24414209755490268,0.08394235035008424,0.1571130679891579,0.5342798751525683,-0.20888080663938247,sharpe_sparse,sharpe_sparse_seed44,sharpe,sparse,44.0,0.005,20.0,1e-06
test,double_dqn,0.2495770056622988,0.1335029576419533,0.16016715599732262,0.833522683290855,-0.16710040276639493,sharpe_sparse,sharpe_sparse_seed44,sharpe,sparse,44.0,0.005,20.0,1e-06
train,double_dqn,0.1418804597105925,0.03880737008912938,0.17663698966035557,0.2197012650846784,-0.3503464054106862,sharpe_sparse,sharpe_sparse_seed45,sharpe,sparse,45.0,0.005,20.0,1e-06
validation,double_dqn,0.26303124142211054,0.08734988917367992,0.1468766447010909,0.5947159900843727,-0.21710961456653755,sharpe_sparse,sharpe_sparse_seed45,sharpe,sparse,45.0,0.005,20.0,1e-06
test,double_dqn,0.2680484491078188,0.1389967742325302,0.14317719466972792,0.9708024699964206,-0.11774027758906902,sharpe_sparse,sharpe_sparse_seed45,sharpe,sparse,45.0,0.005,20.0,1e-06
train,double_dqn,0.2840169533479342,0.06143625288420673,0.18666995587083,0.3291169840245678,-0.3753533892217453,sharpe_sparse,sharpe_sparse_seed46,sharpe,sparse,46.0,0.005,20.0,1e-06
validation,double_dqn,0.09354975279274758,0.03942889377391867,0.14618571488978058,0.2697178298416286,-0.22030364740238872,sharpe_sparse,sharpe_sparse_seed46,sharpe,sparse,46.0,0.005,20.0,1e-06
test,double_dqn,0.012385929175026789,0.01527683626608245,0.13395784004912115,0.1140421214650861,-0.16131980811973068,sharpe_sparse,sharpe_sparse_seed46,sharpe,sparse,46.0,0.005,20.0,1e-06
train,double_dqn,1.564398930393709,0.18567107126099214,0.15251361982579642,1.2174064944040324,-0.32168768586962415,sharpe_decay,sharpe_decay_seed42,sharpe,decay,42.0,0.005,20.0,1e-06
validation,double_dqn,0.057860551462627585,0.025389413554339102,0.12212729456163646,0.20789303198332387,-0.19500086770282254,sharpe_decay,sharpe_decay_seed42,sharpe,decay,42.0,0.005,20.0,1e-06
test,double_dqn,0.1585575161427657,0.08312184522070432,0.10532406015503204,0.7892009204578031,-0.10509698617322794,sharpe_decay,sharpe_decay_seed42,sharpe,decay,42.0,0.005,20.0,1e-06
train,double_dqn,-0.12327160113295521,-0.014205155642445844,0.12486651778440848,-0.11376272754696437,-0.37679958306870187,sharpe_decay,sharpe_decay_seed43,sharpe,decay,43.0,0.005,20.0,1e-06
validation,double_dqn,0.16883702457878935,0.053306588147740364,0.08030686713434629,0.6637861748306425,-0.13427382987953995,sharpe_decay,sharpe_decay_seed43,sharpe,decay,43.0,0.005,20.0,1e-06
test,double_dqn,0.05419189108543021,0.02980842719013488,0.07380941141178202,0.40385672531425487,-0.12751933101593016,sharpe_decay,sharpe_decay_seed43,sharpe,decay,43.0,0.005,20.0,1e-06
train,double_dqn,0.13276447095447352,0.03776500724907539,0.1785083277412043,0.2115587979952728,-0.3504319940463232,sharpe_decay,sharpe_decay_seed44,sharpe,decay,44.0,0.005,20.0,1e-06
validation,double_dqn,0.16181375130923814,0.059551590894876716,0.1481181942642811,0.4020545294295264,-0.15015313463957403,sharpe_decay,sharpe_decay_seed44,sharpe,decay,44.0,0.005,20.0,1e-06
test,double_dqn,0.05210048180820581,0.035858228011129034,0.13850463686595513,0.2588955057572018,-0.1671004027663947,sharpe_decay,sharpe_decay_seed44,sharpe,decay,44.0,0.005,20.0,1e-06
train,double_dqn,0.3667739973407731,0.06932526925293248,0.16903631866532579,0.4101205575246184,-0.3007372068837727,sharpe_decay,sharpe_decay_seed45,sharpe,decay,45.0,0.005,20.0,1e-06
validation,double_dqn,0.3111912708988669,0.09810568088355409,0.1338166606485256,0.7331350252509461,-0.16962420037009351,sharpe_decay,sharpe_decay_seed45,sharpe,decay,45.0,0.005,20.0,1e-06
test,double_dqn,0.08847208117740002,0.051504937219686076,0.12173890032054935,0.42307706972930587,-0.1489320845123452,sharpe_decay,sharpe_decay_seed45,sharpe,decay,45.0,0.005,20.0,1e-06
train,double_dqn,0.12171644895530465,0.03639523703249936,0.18037751125283893,0.20177258672497922,-0.3676532263156216,sharpe_decay,sharpe_decay_seed46,sharpe,decay,46.0,0.005,20.0,1e-06
validation,double_dqn,0.25339500011066796,0.08450574330809646,0.1452617259195436,0.5817481705738635,-0.124941715656959,sharpe_decay,sharpe_decay_seed46,sharpe,decay,46.0,0.005,20.0,1e-06
test,double_dqn,0.18969572218197084,0.10338833965073757,0.14626590706801695,0.7068519364711535,-0.17221110026050768,sharpe_decay,sharpe_decay_seed46,sharpe,decay,46.0,0.005,20.0,1e-06
