seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,train,double_dqn,25.34242767321465,0.7765021984687259,0.21900268698056533,3.5456286366825904,-0.18781203495630727
42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,validation,double_dqn,0.7242671301047867,0.20940962391904883,0.20057981133428754,1.0440214422679133,-0.19778332115267572
42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,test,double_dqn,0.2484162771531775,0.15264395853259183,0.24662145742815036,0.6189402987250713,-0.29937789581052976
