episode,seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,episode_reward,average_loss,epsilon,weight_decay,validation_selector,checkpoint_updated,episodes_without_improvement,train_cumulative_return,train_annualized_return,train_annualized_volatility,train_sharpe_ratio,train_max_drawdown,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown
1,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,4.491399203187074,1.5436253583488555,0.71557,0.0,sharpe_ratio,1,0,1.7640663327463817,0.219921158662582,0.23546671551986365,0.9339798118686959,-0.3087082679067399,0.4789471299763204,0.1708604324558225,0.2665712959785937,0.640955853212129,-0.45873180582984097
2,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,-1.5888833379554055,1.198067717995736,0.4311400000000001,0.0,sharpe_ratio,1,0,4.749005356458624,0.3758492396227515,0.2221862375614895,1.6915955000081233,-0.23962000738108347,0.7447720467141545,0.22593692866996173,0.24479589398306095,0.9229604508219236,-0.27092923059154406
3,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,26.548165130461157,1.1715762767301214,0.14671,0.0,sharpe_ratio,0,1,6.941325099775943,0.4489747053073183,0.2107303788433953,2.130564694903219,-0.13825266549298743,0.6087915135476254,0.1896326548557028,0.22506951104666614,0.8425515031948693,-0.2297393156787998
4,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,17.660411110740327,1.0867985974332852,0.050000000000000044,0.0,sharpe_ratio,0,2,10.407942085785876,0.5364838478729914,0.19910618369690947,2.694461005237572,-0.1097300393946834,0.4726808350096332,0.15751255076173698,0.2261120903685571,0.6966126866767515,-0.27010026571672785
5,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,12.279027062631092,0.9868780522642728,0.050000000000000044,0.0,sharpe_ratio,0,3,15.158630523756482,0.6280284481758183,0.1952751288991662,3.216121027374213,-0.11235604048434344,0.45918664721382574,0.15229862084747792,0.21834349653512164,0.6975184663811589,-0.1906268438133225
6,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,7.576299245546967,0.9428443757589451,0.050000000000000044,0.0,sharpe_ratio,0,4,18.865523098298624,0.6795646096370036,0.17585166206995365,3.8644196002348465,-0.0857003242959089,0.0020797882715724025,0.02183566253865621,0.2046790170162006,0.10668246729428005,-0.40624671079229346
7,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,8.352073553692984,0.9280727970138262,0.050000000000000044,0.0,sharpe_ratio,0,5,30.860017277950725,0.821086922493516,0.18360285593458686,4.472081429855584,-0.08338004639950014,-0.02543766754615906,0.013980524396591587,0.2094135919126182,0.06676034859487642,-0.3740318858235715
8,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,10.123353712690177,0.8970130439710841,0.050000000000000044,0.0,sharpe_ratio,0,6,33.252527388672526,0.8456745171853921,0.19014486867367134,4.447527419931315,-0.11235604048434322,0.08307749598562553,0.052298400670464984,0.22800443151878133,0.2293744920749798,-0.32831188997839966
9,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,22.333620497426097,0.8987070412220124,0.050000000000000044,0.0,sharpe_ratio,0,7,33.860594050922266,0.8448874459627289,0.17151096257795023,4.926142523273024,-0.07666971380413101,-0.15632652972737315,-0.032300552469564425,0.20061810870010063,-0.16100516886962468,-0.38490461823221667
10,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,6.6346846244815385,0.8340739242100444,0.050000000000000044,0.0,sharpe_ratio,0,8,40.30680921432735,0.89915277997091,0.17381772952585842,5.172963554544333,-0.07666971380413079,0.09831270054311259,0.05168672333447888,0.20519237735274234,0.2518939738469193,-0.3510718319106241
11,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,-6.296427261041856,0.8967229357423508,0.050000000000000044,0.0,sharpe_ratio,0,9,39.497626171779295,0.8936805173920548,0.17622668764266536,5.071198519058417,-0.07174039806268273,-0.09777417863388804,-0.00783771874202388,0.21950825699815407,-0.03570580373242994,-0.3489549011077705
12,42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,17.871757334852404,0.9327618632821457,0.050000000000000044,0.0,sharpe_ratio,0,10,46.633352924426795,0.9470377419453608,0.17889259673480815,5.293890072763924,-0.07666971380413079,-0.11222554148003794,-0.01290237183963372,0.2193676414008488,-0.05881620350768742,-0.34281735289797555
