Date,Open,High,Low,Close,Adj Close,Volume,Ticker,return_1,log_return_1,momentum_14,volatility_14,rsi_14,day_of_week_sin,day_of_week_cos,day_of_year_sin,day_of_year_cos,volume_change_1,news_count,mean_ticker_sentiment,mean_ticker_relevance,sentiment_std,sentiment_mean_3,sentiment_mean_7,sentiment_diff_1,sentiment_window_spread_3_7
2015-01-23,6.0988569259643555,6.274285793304443,6.0881428718566895,6.249429225921631,6.249429225921631,267841000,NFLX,0.021053278619557414,0.02083472060220774,0.2536827280420715,0.052791980816317,76.40813513954888,-0.433883739117558,-0.9009688679024191,0.38541335945432564,0.9227440286201427,-0.1961385743397971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-26,6.257143020629883,6.389856815338135,6.195713996887207,6.379428863525391,6.379428863525391,212688000,NFLX,0.020801841720927472,0.02058843780045937,0.34839062496535456,0.04898876731761996,86.29672984535878,0.0,1.0,0.4324994021339788,0.901634220265486,-0.20591694326111387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27,6.308713912963867,6.533999919891357,6.304999828338623,6.488142967224121,6.488142967224121,246127000,NFLX,0.01704135370492299,0.016897778683113596,0.3952566109898661,0.047691398953013685,89.98633360809967,0.7818314824680298,0.6234898018587336,0.44794493940789115,0.8940611451454876,0.15722090573986303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28,6.474143028259277,6.482142925262451,6.308143138885498,6.320857048034668,6.320857048034668,245329000,NFLX,-0.025783328147133022,-0.02612154437810706,0.3522615429563809,0.04937221683309501,83.72147437737864,0.9749279121818236,-0.22252093395631434,0.4632579225674917,0.88622350294858,-0.00324222860555734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,6.320428848266602,6.392714023590088,6.25,6.340000152587891,6.340000152587891,151277000,NFLX,0.0030285615396372645,0.0030239846856650724,0.32691509304412536,0.04965620603742603,83.13735360192672,0.43388373911755823,-0.900968867902419,0.4784338202547012,0.8781236129591848,-0.38337090193169177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,6.313285827636719,6.398428916931152,6.265571117401123,6.311429023742676,6.311429023742676,132153000,NFLX,-0.004506487091100908,-0.00451667191408626,0.34167455373646405,0.04911311268842069,84.76608679920878,-0.433883739117558,-0.9009688679024191,0.49346814167723735,0.8697638720650646,-0.1264171024015548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-02,6.284286022186279,6.3428568840026855,6.195570945739746,6.301000118255615,6.301000118255615,129906000,NFLX,-0.0016523841823822272,-0.0016537508748668429,0.38340186400065,0.0471872973172051,90.1893743773612,0.0,1.0,0.5376773767406141,0.8431506618282,-0.0170030192277133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-03,6.331999778747559,6.546713829040527,6.2729997634887695,6.527429103851318,6.527429103851318,164402000,NFLX,0.03593540411778129,0.035304790655709246,0.41116187010496863,0.04720789427055789,90.84494493772827,0.7818314824680298,0.6234898018587336,0.5521013427459208,0.8337770129585915,0.2655458562345081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-04,6.504143238067627,6.517428874969482,6.388999938964844,6.41014289855957,6.41014289855957,124509000,NFLX,-0.01796820822190881,-0.018131596632273476,0.38388232745947914,0.0482515259701714,86.4522783773702,0.9749279121818236,-0.22252093395631434,0.5663619330814524,0.8241566360566663,-0.24265519884186326,1.0,0.12774,0.58692,0.0,0.04258,0.018248571428571427,0.12774,0.024331428571428573
2015-02-05,6.454143047332764,6.513856887817383,6.366570949554443,6.413000106811523,6.413000106811523,142485000,NFLX,0.00044573238025558126,0.00044563307108728923,0.38655173167465806,0.048174525195194044,86.71162314885457,0.43388373911755823,-0.900968867902419,0.580454927809098,0.8142923779467267,0.1443751054140665,0.0,0.0,0.0,0.0,0.04258,0.018248571428571427,-0.12774,0.024331428571428573
