episode,seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown,validation_selector
1,42,profit_none_seed42,profit,none,0.005,20,1e-06,-0.037884426643238545,0.00188689070893279,0.71557,-0.2115600366755538,-0.04452657401752769,0.2393077081798418,-0.18606410280802818,-0.3528168826418634,sharpe_ratio
2,42,profit_none_seed42,profit,none,0.005,20,1e-06,1.1941279345611977,0.0001748201582415086,0.4311400000000001,0.05222166385429583,0.04161385823630526,0.2228526539007966,0.18673261236920144,-0.2866948302601988,sharpe_ratio
3,42,profit_none_seed42,profit,none,0.005,20,1e-06,1.7297192470609688,0.00017879782228912746,0.14671,-0.010291531953784072,0.028044556825574274,0.24863954469148222,0.11279202131894432,-0.3758685629746148,sharpe_ratio
4,42,profit_none_seed42,profit,none,0.005,20,1e-06,2.2217773117617403,0.0001504195600318173,0.050000000000000044,0.02710655822462238,0.031345885459450606,0.21245874882074095,0.14753868990303737,-0.29201106398606,sharpe_ratio
5,42,profit_none_seed42,profit,none,0.005,20,1e-06,3.4655150596900874,0.0001489825046134216,0.050000000000000044,0.35871702520987236,0.13031743730705592,0.23175347667337787,0.5623106033948263,-0.30909511648511556,sharpe_ratio
6,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.077423326752802,0.0001565177256087309,0.050000000000000044,-0.03651684728064175,0.0107635787064293,0.21142101699831223,0.05091063726419983,-0.284199181634337,sharpe_ratio
7,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.020752695899807,0.00014426958186497649,0.050000000000000044,0.4250985371990066,0.1458396531588002,0.22614772740221506,0.6448866625107272,-0.2697231035858101,sharpe_ratio
8,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.028452167823311,0.00014622785553267554,0.050000000000000044,-0.06465362344725778,-0.0034090593878295383,0.1871000627307344,-0.01822051440322442,-0.2776173541182596,sharpe_ratio
9,42,profit_none_seed42,profit,none,0.005,20,1e-06,3.9990907622829464,0.00015068198404129927,0.050000000000000044,-0.17161076514636298,-0.03478845129653907,0.21629396203395276,-0.16083875374698692,-0.3161295840278402,sharpe_ratio
10,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.247078048495833,0.00016089234885850016,0.050000000000000044,0.1746360809777261,0.07312704090985767,0.20186604566095434,0.36225528008151875,-0.21965522865356957,sharpe_ratio
11,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.684269775811761,0.00015626257474757557,0.050000000000000044,-0.13746202687341003,-0.027266177453132645,0.19260780236851183,-0.14156320314046744,-0.32638224325140797,sharpe_ratio
12,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.555827763153486,0.00015999133659156696,0.050000000000000044,0.365509568981919,0.12484896406532475,0.20241369636605558,0.6168009690388803,-0.16178412655517305,sharpe_ratio
13,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.678206072209729,0.00016265826406383963,0.050000000000000044,0.08896310341223646,0.04216667210676839,0.17187266887136027,0.2453366924692863,-0.13287648894864146,sharpe_ratio
14,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.523150827894301,0.00015828773348433423,0.050000000000000044,-0.07893840186282786,-0.006981483132240673,0.19322832285792374,-0.03613074433903768,-0.20554785457737335,sharpe_ratio
15,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.405972450607655,0.00015556945595335037,0.050000000000000044,0.05588239086651958,0.041450871944603174,0.21777811727292204,0.19033533976536524,-0.21295195254579424,sharpe_ratio
16,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.907215844494083,0.00015427965585612235,0.050000000000000044,0.2194502091928623,0.09144301995964876,0.22620316356120151,0.40425172893264133,-0.3420698193365962,sharpe_ratio
17,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.794737663116465,0.00017189564880504848,0.050000000000000044,-0.0025220489030078896,0.026732004613438054,0.23334258924591958,0.1145611896217763,-0.21612023801581282,sharpe_ratio
18,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.804869461036757,0.0001677918855783109,0.050000000000000044,-0.045943057228516215,0.007050796919670255,0.20857444035129324,0.03380470256947539,-0.3107478658333066,sharpe_ratio
19,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.9076732981586115,0.0001645771472912133,0.050000000000000044,0.15582190344134728,0.07230347549271454,0.22215521479909062,0.3254637779180798,-0.20728771558341297,sharpe_ratio
20,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.707950849540763,0.00016636755381703517,0.050000000000000044,-0.04474466224927687,0.007575920785467538,0.20920512658332846,0.03621288306455518,-0.317220389890577,sharpe_ratio
21,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.622140418736152,0.0001581590864757986,0.050000000000000044,-0.08079247937200118,-0.008204850480412751,0.1903009116239674,-0.04311514017665585,-0.21492264122829075,sharpe_ratio
22,42,profit_none_seed42,profit,none,0.005,20,1e-06,5.016207914546147,0.00015963976530391014,0.050000000000000044,0.139734422823945,0.06601679636795832,0.2152887202421817,0.30664308048138783,-0.21487094732084455,sharpe_ratio
23,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.5188944110605895,0.00018155063211277244,0.050000000000000044,0.5184052954802516,0.16752590549002466,0.221683876932959,0.7556972920528965,-0.15363101333508777,sharpe_ratio
24,42,profit_none_seed42,profit,none,0.005,20,1e-06,4.842511255389654,0.00017616669607637873,0.050000000000000044,0.06301377341423642,0.044164129175072064,0.2201077989737506,0.20064772525547334,-0.19838531280418303,sharpe_ratio
