episode,run_name,state_mode,reward_mode,sentiment_imputation_mode,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown
34,reward_only_none,price_only,differential_sharpe,none,4832.42304462232,3154.6979750335295,0.050000000000000044,0.2591305483984099,0.1427724125043366,0.18926822597994186,0.7543390432552964,-0.13548357457156257
35,reward_only_none,price_only,differential_sharpe,none,15922.692500543093,22023.710018913727,0.050000000000000044,0.2882550963512245,0.14123901059172406,0.10036385422452249,1.4072696956790876,-0.04072215979439875
36,reward_only_none,price_only,differential_sharpe,none,307.2770796494642,35967.697109072455,0.050000000000000044,0.14651265293745852,0.11577340653553247,0.28663000453774423,0.40391237729016993,-0.23541645833988967
37,reward_only_none,price_only,differential_sharpe,none,-350.53778180047607,42699.951582507405,0.050000000000000044,-0.21719566260144763,-0.08682137731831574,0.254009733236682,-0.34180334828908715,-0.2965942125164327
38,reward_only_none,price_only,differential_sharpe,none,11271.620645002535,37433.12474717939,0.050000000000000044,0.026979409335095905,0.017373301712681144,0.08800815580218796,0.19740558763360916,-0.09359105630054698
39,reward_only_none,price_only,differential_sharpe,none,4838.593199974563,41191.96359298185,0.050000000000000044,0.10057175852857214,0.0510849933284534,0.059385163462408214,0.8602315856348706,-0.030652892164934387
40,reward_only_none,price_only,differential_sharpe,none,147.83281745814725,33585.53004654461,0.050000000000000044,0.23653614568715242,0.1337051953673889,0.1950097305747038,0.6856334551786352,-0.15654882600579112
41,reward_only_none,price_only,differential_sharpe,none,15946.34452556235,58508.865444260635,0.050000000000000044,0.1598541507871929,0.11834387902113286,0.2741756935398417,0.43163519527647615,-0.25011537329368394
42,reward_only_none,price_only,differential_sharpe,none,-349.7809512571997,41650.722675914076,0.050000000000000044,0.057534314492797334,0.03635864927468102,0.12360834004500308,0.29414398139675396,-0.17016319385476086
43,reward_only_none,price_only,differential_sharpe,none,4835.903095653006,42035.043665062825,0.050000000000000044,0.19249178717116777,0.13934424419711156,0.29066457273351676,0.4793987890807157,-0.22936255062100042
44,reward_only_none,price_only,differential_sharpe,none,-339.04283752303076,44780.87722227497,0.050000000000000044,0.17996283137475722,0.09056031764939543,0.08625157233983975,1.0499555566660141,-0.06071162555922416
45,reward_only_none,price_only,differential_sharpe,none,482.71900164935886,20087.784909254744,0.050000000000000044,0.029519010375879562,0.01600813289256897,0.05098240877747289,0.3139932630967082,-0.06071162555922416
46,reward_only_none,price_only,differential_sharpe,none,208.57565356009368,30683.76454539198,0.050000000000000044,0.3062490817613863,0.16268480556900222,0.18308993946293306,0.8885513100622228,-0.148011785554229
47,reward_only_none,price_only,differential_sharpe,none,4832.564821433491,15518.380525398907,0.050000000000000044,0.11471346266439242,0.057804639935567614,0.05877142882306678,0.9835500189997131,-0.030652892164934276
48,reward_only_none,price_only,differential_sharpe,none,5826.191835084033,6567.327013789851,0.050000000000000044,0.11363860319627594,0.05776873626296952,0.06598537778274552,0.8754778437909533,-0.06071162555922405
49,reward_only_none,price_only,differential_sharpe,none,16566.56969416958,30005.592313765384,0.050000000000000044,0.034901021687196776,0.054272221608975046,0.26726747328781236,0.2030633243220394,-0.3170451294705192
50,reward_only_none,price_only,differential_sharpe,none,-345.43641567619943,35980.85119107338,0.050000000000000044,0.12507363243193925,0.08280180815953142,0.20284809269314744,0.4081961385990819,-0.13596865656336543
