episode,seed,run_name,state_mode,reward_mode,sentiment_imputation_mode,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown
1,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,6537.341266474859,68517.00832246314,0.71557,-0.6354520036997497,-0.3143668596980612,0.5058675614867911,-0.6214410324593816,-0.7353996961066127
2,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,4859.3664140563415,33063.258804490906,0.4311400000000001,-0.364971453099351,-0.046633701020392326,0.600958528947455,-0.0775988670999788,-0.6552310319273069
3,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,-5.458891846562204,14281.778000261518,0.14671,-0.5266549478967117,-0.175248907191089,0.6044730713227732,-0.28992012300496767,-0.7638698787856382
4,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,0.035510679448394644,16108.568591960924,0.050000000000000044,-0.5083534035443941,-0.15679754517740352,0.6096616062722852,-0.2571878293864139,-0.7308534660914652
5,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,-5.14779862195799,9901.64550816324,0.050000000000000044,-0.5319921043726548,-0.17874803354616053,0.6068228725705301,-0.29456377079027274,-0.7308534660914652
6,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,1.528668317259903,10024.334793541977,0.050000000000000044,-0.07202825665391377,0.009184531914006033,0.3062902075543064,0.029986371380735642,-0.4520820803612464
7,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,123.97596515188258,6049.04636033165,0.050000000000000044,-0.38726095820482165,-0.11703370213517739,0.49187272964931,-0.23793492722928303,-0.6322535805642016
8,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,702.2598079274686,1525.2742002619332,0.050000000000000044,-0.19792384844974753,-0.09841007091602261,0.11804284064170549,-0.8336809787111606,-0.2535286258797925
9,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,10122.167640261394,10701.061240558354,0.050000000000000044,-0.382773561285881,-0.12503016366312336,0.46600825281118324,-0.26830032066788945,-0.5762004703499253
10,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,705.7345994170668,7536.326988125134,0.050000000000000044,-0.39265863847187776,-0.1753597147080853,0.33779740306720474,-0.5191268882348321,-0.6086148178005701
11,44,both_decay_seed44,price_sentiment,differential_sharpe,decay,753.3448558593076,10770.370725774892,0.050000000000000044,-0.4254582726699787,-0.13679563465614164,0.511292041644261,-0.26754892217023635,-0.6152175311400774
