seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
44,sharpe_decay_seed44,sharpe,decay,0.005,20,1e-06,train,double_dqn,2.9181080378585538,0.2943101334242335,0.23718419872747087,1.2408505077625402,-0.3087082679067399
44,sharpe_decay_seed44,sharpe,decay,0.005,20,1e-06,validation,double_dqn,0.6959907791100206,0.21717080744393358,0.2517936403152801,0.8624952050893977,-0.24694518373979402
44,sharpe_decay_seed44,sharpe,decay,0.005,20,1e-06,test,double_dqn,0.38186715054227793,0.20432476686362677,0.21283991842866556,0.9599926948482989,-0.2977712488802704
