dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group,run_name,reward_mode,sentiment_variant
train,buy_and_hold,9.425845571985697,0.5563382986038694,0.30982313595043615,1.7956641517335536,-0.34103783046300673,shared_baselines,heuristic_reference,profit,none
train,random,0.29680059064619435,0.07140757481427285,0.22561154957468663,0.3165067344685473,-0.49886325279674826,shared_baselines,heuristic_reference,profit,none
validation,buy_and_hold,0.11810908097712414,0.10802305618429031,0.3681107305619839,0.2934526141614363,-0.5614526325328263,shared_baselines,heuristic_reference,profit,none
validation,random,0.1008052552256331,0.06374775044361591,0.25318993311389837,0.25177837704526257,-0.3263415651080842,shared_baselines,heuristic_reference,profit,none
test,buy_and_hold,0.1718215080497716,0.13894511787066488,0.316607790910153,0.43885564998649934,-0.30876638431876047,shared_baselines,heuristic_reference,profit,none
test,random,0.18642528122554558,0.11574105309992433,0.21564350297019136,0.5367240445724133,-0.1677345579736096,shared_baselines,heuristic_reference,profit,none
