seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group
42,profit_none_seed42,profit,none,0.005,20,1e-06,train,double_dqn,133.31994930153326,1.327497675510215,0.19954548377840217,6.652606966461933,-0.10697844585645444,profit_none
42,profit_none_seed42,profit,none,0.005,20,1e-06,validation,double_dqn,0.30722807673983366,0.11224519946382583,0.21348495253891764,0.5257756957992806,-0.1921307002085243,profit_none
42,profit_none_seed42,profit,none,0.005,20,1e-06,test,double_dqn,-0.4035185751602035,-0.2130028642249735,0.20647204876358494,-1.0316305064075113,-0.4182905359600235,profit_none
43,profit_none_seed43,profit,none,0.005,20,1e-06,train,double_dqn,118.18335770583025,1.272804307004316,0.17980241958582327,7.078905333622505,-0.06392800688000966,profit_none
43,profit_none_seed43,profit,none,0.005,20,1e-06,validation,double_dqn,0.7189031135386177,0.2063384329924025,0.19267388114708273,1.0709206238228448,-0.16293727020823634,profit_none
43,profit_none_seed43,profit,none,0.005,20,1e-06,test,double_dqn,-0.21264420807557805,-0.1050865422906867,0.13875711043764866,-0.7573416739454802,-0.2537072704816059,profit_none
44,profit_none_seed44,profit,none,0.005,20,1e-06,train,double_dqn,17.684388778551025,0.6761068257678613,0.21805898779266572,3.100568486590956,-0.11685727105218535,profit_none
44,profit_none_seed44,profit,none,0.005,20,1e-06,validation,double_dqn,0.9011265153090258,0.25448749522034486,0.22909452392285867,1.1108405860719595,-0.2762238779504367,profit_none
44,profit_none_seed44,profit,none,0.005,20,1e-06,test,double_dqn,-0.23856846906415008,-0.1090142128071434,0.21033665351938685,-0.5182844310922514,-0.3204932412057011,profit_none
45,profit_none_seed45,profit,none,0.005,20,1e-06,train,double_dqn,4.2909011940953246,0.35027441384679037,0.19966805364245654,1.7542837096715682,-0.14359956732108292,profit_none
45,profit_none_seed45,profit,none,0.005,20,1e-06,validation,double_dqn,1.1226668898697718,0.2902628717375697,0.19971308108915886,1.4533993975486577,-0.19866063262228517,profit_none
45,profit_none_seed45,profit,none,0.005,20,1e-06,test,double_dqn,-0.23695133282020708,-0.11600996020499121,0.16126660445078328,-0.7193675379975903,-0.28342410535689455,profit_none
46,profit_none_seed46,profit,none,0.005,20,1e-06,train,double_dqn,8.225326057146377,0.4854738567867496,0.20823414337994756,2.3313845121976264,-0.14370493292585007,profit_none
46,profit_none_seed46,profit,none,0.005,20,1e-06,validation,double_dqn,0.9990585442100144,0.27118688617028974,0.21836686101145183,1.24188663478598,-0.21621681028313366,profit_none
46,profit_none_seed46,profit,none,0.005,20,1e-06,test,double_dqn,-0.3451030951044233,-0.17928262256461913,0.17892812260791727,-1.0019812422526708,-0.38120252869543114,profit_none
42,profit_sparse_seed42,profit,sparse,0.005,20,1e-06,train,double_dqn,1.4119316709973306,0.19291076553679787,0.23783045694024607,0.8111272543418016,-0.2813811316847561,profit_sparse
42,profit_sparse_seed42,profit,sparse,0.005,20,1e-06,validation,double_dqn,0.5012768786956954,0.17087226284450985,0.24862135163004773,0.6872791163116606,-0.5050093952567837,profit_sparse
42,profit_sparse_seed42,profit,sparse,0.005,20,1e-06,test,double_dqn,-0.31699310973375483,-0.15608116068751898,0.2125140507914589,-0.7344510167973891,-0.41509759345135355,profit_sparse
43,profit_sparse_seed43,profit,sparse,0.005,20,1e-06,train,double_dqn,4.486311781111218,0.36343311507385145,0.2174375272754211,1.6714369392800466,-0.16748806757557988,profit_sparse
43,profit_sparse_seed43,profit,sparse,0.005,20,1e-06,validation,double_dqn,1.0997868088584433,0.28904531572649317,0.21172871741558202,1.3651682173994084,-0.18316986592163143,profit_sparse
43,profit_sparse_seed43,profit,sparse,0.005,20,1e-06,test,double_dqn,0.1330960262363683,0.08132679296541645,0.1741331344650014,0.46703801212377605,-0.19686665647739054,profit_sparse
44,profit_sparse_seed44,profit,sparse,0.005,20,1e-06,train,double_dqn,16.46887936690721,0.6573561226405507,0.21797643318619417,3.0157210714565688,-0.14475905575439663,profit_sparse
44,profit_sparse_seed44,profit,sparse,0.005,20,1e-06,validation,double_dqn,0.9693792081393822,0.26506283079808424,0.21731189426608652,1.2197345740934424,-0.2372383904876474,profit_sparse
44,profit_sparse_seed44,profit,sparse,0.005,20,1e-06,test,double_dqn,0.10618743783897888,0.06768318732821665,0.1713823770997973,0.3949250119736885,-0.16076274984727945,profit_sparse
45,profit_sparse_seed45,profit,sparse,0.005,20,1e-06,train,double_dqn,1.4370384106750258,0.1844382673433016,0.19608363896695252,0.9406101820376069,-0.20235613496330163,profit_sparse
45,profit_sparse_seed45,profit,sparse,0.005,20,1e-06,validation,double_dqn,0.6376086342469811,0.19262357847510314,0.21047767949724208,0.915173423306518,-0.2411819574557862,profit_sparse
45,profit_sparse_seed45,profit,sparse,0.005,20,1e-06,test,double_dqn,-0.21713075961322992,-0.09498404627403223,0.21746186607090878,-0.43678483952244,-0.3146178388437819,profit_sparse
46,profit_sparse_seed46,profit,sparse,0.005,20,1e-06,train,double_dqn,5.547542886887021,0.41121390685444514,0.23709057188298113,1.7344169512459764,-0.16173823405430232,profit_sparse
46,profit_sparse_seed46,profit,sparse,0.005,20,1e-06,validation,double_dqn,0.9414486712256651,0.2648443246329186,0.23597118381171728,1.1223587573482676,-0.24871434999028386,profit_sparse
46,profit_sparse_seed46,profit,sparse,0.005,20,1e-06,test,double_dqn,-0.0769771224253567,-0.016805999840915797,0.21674093887795612,-0.07753957294786394,-0.29076624526429506,profit_sparse
42,profit_decay_seed42,profit,decay,0.005,20,1e-06,train,double_dqn,0.4980871417393262,0.08531623159556401,0.16567849285106737,0.5149505534931257,-0.20169158625599337,profit_decay
42,profit_decay_seed42,profit,decay,0.005,20,1e-06,validation,double_dqn,0.45384788503267837,0.13495716984178774,0.14010616766856215,0.9632493136279697,-0.12333431952195684,profit_decay
42,profit_decay_seed42,profit,decay,0.005,20,1e-06,test,double_dqn,-0.12890503948483634,-0.060380497624885954,0.12255361328045518,-0.4926863925807679,-0.25593511090552756,profit_decay
43,profit_decay_seed43,profit,decay,0.005,20,1e-06,train,double_dqn,8.35231150560627,0.4938798576052843,0.22353728104867887,2.209384740157656,-0.14475905575439663,profit_decay
43,profit_decay_seed43,profit,decay,0.005,20,1e-06,validation,double_dqn,0.8940856729614091,0.2535127342551984,0.23068188375002188,1.0989711464725038,-0.1489812840232515,profit_decay
43,profit_decay_seed43,profit,decay,0.005,20,1e-06,test,double_dqn,0.12051203354123308,0.0742109824214936,0.16900379225038023,0.43910838587307877,-0.1987696349616922,profit_decay
44,profit_decay_seed44,profit,decay,0.005,20,1e-06,train,double_dqn,13.797896266210946,0.6174705174405273,0.23393495704271633,2.639496573091373,-0.18391375165972612,profit_decay
44,profit_decay_seed44,profit,decay,0.005,20,1e-06,validation,double_dqn,1.0736235014313125,0.2946978729046623,0.24751516301379525,1.1906255330637556,-0.24237531920456723,profit_decay
44,profit_decay_seed44,profit,decay,0.005,20,1e-06,test,double_dqn,-0.06742967934493449,-0.010540451693028086,0.22176452726785012,-0.047529926552668134,-0.3017319814407534,profit_decay
45,profit_decay_seed45,profit,decay,0.005,20,1e-06,train,double_dqn,32.128765190595146,0.8334851581676423,0.18491098793026237,4.507493943420952,-0.07420930966654782,profit_decay
45,profit_decay_seed45,profit,decay,0.005,20,1e-06,validation,double_dqn,1.0766350260023105,0.27891159273559163,0.18917359503109116,1.4743685168627885,-0.15304150882525414,profit_decay
45,profit_decay_seed45,profit,decay,0.005,20,1e-06,test,double_dqn,0.2748553589623044,0.14229298546582503,0.14573429421744358,0.9763864176918857,-0.10084167532894561,profit_decay
46,profit_decay_seed46,profit,decay,0.005,20,1e-06,train,double_dqn,19.512166264027282,0.70760888198742,0.23057901197511732,3.068834738799995,-0.12514565507534436,profit_decay
46,profit_decay_seed46,profit,decay,0.005,20,1e-06,validation,double_dqn,0.9661978168479477,0.26980727105622204,0.2358110230793128,1.1441673401564223,-0.24655626103198913,profit_decay
46,profit_decay_seed46,profit,decay,0.005,20,1e-06,test,double_dqn,-0.19947311930410083,-0.08389277607508538,0.22200627559830224,-0.3778847055066174,-0.3149198151047077,profit_decay
42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,train,double_dqn,4.651666051910311,0.37046198132728625,0.2175272056858563,1.7030604524120627,-0.16672247005539587,sharpe_none
42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,validation,double_dqn,0.8320732308787502,0.23535721565629597,0.2116128434839887,1.1122066684676624,-0.1969277538655283,sharpe_none
42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,test,double_dqn,-0.12687237720257594,-0.04899893130014399,0.19155496689952575,-0.2557956710454022,-0.21880540036301444,sharpe_none
43,sharpe_none_seed43,sharpe,none,0.005,20,1e-06,train,double_dqn,156.36145150523265,1.3791125713499763,0.17352643396259787,7.947564759195318,-0.053432216349104666,sharpe_none
43,sharpe_none_seed43,sharpe,none,0.005,20,1e-06,validation,double_dqn,0.5204794717883858,0.16064056170428342,0.19083425565434584,0.8417805343881676,-0.1385485970135637,sharpe_none
43,sharpe_none_seed43,sharpe,none,0.005,20,1e-06,test,double_dqn,-0.19270216850029487,-0.08653171484998101,0.18704866457228686,-0.46261605260774236,-0.32363684896470024,sharpe_none
44,sharpe_none_seed44,sharpe,none,0.005,20,1e-06,train,double_dqn,2.7083698491193746,0.2856774497303096,0.2477020242386676,1.1533109210890085,-0.2255669210425204,sharpe_none
44,sharpe_none_seed44,sharpe,none,0.005,20,1e-06,validation,double_dqn,1.0444559826919395,0.2924085876993374,0.2580659623772373,1.1330769273318524,-0.3683820580227136,sharpe_none
44,sharpe_none_seed44,sharpe,none,0.005,20,1e-06,test,double_dqn,-0.1541256559743469,-0.055349645791278324,0.234526650494738,-0.23600578302942243,-0.34445933298443154,sharpe_none
45,sharpe_none_seed45,sharpe,none,0.005,20,1e-06,train,double_dqn,76.35606682770796,1.112601744761811,0.1780333268981841,6.249401525805893,-0.08541638975536625,sharpe_none
45,sharpe_none_seed45,sharpe,none,0.005,20,1e-06,validation,double_dqn,0.7272051327157216,0.20894746007138676,0.19580481880990833,1.0671211328779278,-0.26805863498620375,sharpe_none
45,sharpe_none_seed45,sharpe,none,0.005,20,1e-06,test,double_dqn,-0.3448216758173588,-0.17837624974815514,0.1853056823105935,-0.9626053962510236,-0.3650213926477658,sharpe_none
