episode,seed,run_name,state_mode,reward_mode,sentiment_imputation_mode,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown
1,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,468.99571682757386,306.19098632682403,0.71557,0.05459819988625303,0.06236532115580906,0.261636711561633,0.23836609466450143,-0.3213323114183093
2,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,5155.120110342322,11104.309860858506,0.4311400000000001,-0.3466206917403135,-0.07505180079067897,0.5206069073421102,-0.1441621302603264,-0.6917916950722529
3,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,6474.789977897719,11321.25303554529,0.14671,-0.47173823079885335,-0.13549521809093068,0.5912289266179345,-0.22917555618602328,-0.7338829715606722
4,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,1377.1199690952578,11544.066671249224,0.050000000000000044,-0.49810059052667244,-0.14799763405086097,0.6097153175230746,-0.24273235360412282,-0.7264903146786774
5,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,1377.2843971227246,9013.242877628418,0.050000000000000044,0.04504194429806563,0.026156455621435093,0.08588974560643206,0.30453525548079285,-0.08964714527880091
6,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,9706.66940514368,23508.524571155776,0.050000000000000044,-0.12986519377551198,-0.027765419799241742,0.2894979841724322,-0.09590885366132279,-0.3819166588783577
7,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,1182.6807764855153,19359.610939427344,0.050000000000000044,-0.23089431383251158,-0.062058081848852975,0.3681553603787979,-0.16856492809177334,-0.527409773065534
8,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,6643.770835526148,16360.880209350933,0.050000000000000044,-0.2203455372911507,-0.07220771310360041,0.3155671062891483,-0.22881888404882675,-0.47949614826947407
9,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,1226.9621707737747,17420.57439079815,0.050000000000000044,-0.45388989592544593,-0.19007001782585142,0.4305956029321865,-0.44141188746831,-0.6565851478349616
10,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,6537.634558332238,9871.85437031153,0.050000000000000044,-0.2597429939700424,-0.0970510371253418,0.3118490451789521,-0.31121158979226576,-0.4229223966301724
11,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,6537.751453949894,23124.870468476693,0.050000000000000044,-0.46681801100609854,-0.21751731087046866,0.37426345815098727,-0.5811876797833593,-0.6577834424986664
12,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,6543.7255223919365,20377.375648827696,0.050000000000000044,-0.07869464913996094,-0.009688203460235134,0.2500449682948764,-0.03874584450269721,-0.3073334190703083
13,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3487.244492602679,15184.274244614498,0.050000000000000044,0.01566980708558363,0.08025350523927988,0.37334783005500505,0.21495639931121654,-0.3721230576307719
14,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,1191.436881234439,22327.890285384838,0.050000000000000044,-0.1656026647458152,0.0004654352036042031,0.4277016899279131,0.0010882239059720568,-0.5502432259021742
15,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,393.44151344614323,16269.081849616452,0.050000000000000044,-0.12052204279426537,-0.021123737123454056,0.29335135269082335,-0.07200831674949645,-0.37310221525673126
16,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3490.1943055643364,15111.961283484658,0.050000000000000044,0.16165724289227312,0.13987772809513954,0.3340179650626065,0.41877306829565775,-0.3891509178761138
17,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,6543.879831466103,13503.993245212134,0.050000000000000044,-0.1146903053832693,-0.031521830692717745,0.24143794613337835,-0.13055872615526656,-0.36230149299853576
18,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,1794.6386122484612,8009.678251371833,0.050000000000000044,0.0061172460754337354,0.06626543741157365,0.3496440127382336,0.18952258582269588,-0.3854173122209791
19,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,1374.769357636325,7022.858232544952,0.050000000000000044,0.019156083970461868,0.0704551742771975,0.3422942371366115,0.2058321953257964,-0.3854173122209791
20,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,6542.290136654406,12578.7238729065,0.050000000000000044,-0.1924572341875581,-0.03804181730550105,0.3698990277676634,-0.10284378830375142,-0.4516703532396906
21,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,501.99666365407313,12916.106104277895,0.050000000000000044,-0.17377628608640294,0.008490861391868831,0.45639306308874483,0.018604273549656908,-0.5883851914350333
22,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3493.834200971721,9064.939460163763,0.050000000000000044,-0.19617244680707357,-0.026437362284695842,0.40746295326156695,-0.06488286130819022,-0.4927199432053443
23,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,81.21554668691635,7555.829694869403,0.050000000000000044,-0.1978314117058697,-0.03835558113467963,0.3789784916886893,-0.10120780460065448,-0.4456804602471959
24,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3497.159604854866,8387.999724649793,0.050000000000000044,-0.2085675824531148,0.008220250133713858,0.501035859748878,0.01640651057956988,-0.5861537083206674
25,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3508.05572838151,11274.300682800846,0.050000000000000044,-0.10181793513711312,0.036577830756340024,0.42378295725872495,0.08631265162937826,-0.45481580632879237
26,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3494.143070296529,5265.745873532756,0.050000000000000044,-0.3432991939692327,-0.09024005553363734,0.4823374152424377,-0.18708906396631061,-0.5922910907138659
27,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3508.097281034383,5394.217601748212,0.050000000000000044,-0.1568365099482837,0.01610247244557672,0.45027880884846955,0.03576111540038212,-0.5418832766619271
28,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3489.928634637103,6404.731316941774,0.050000000000000044,-0.4628239561955364,-0.17373425595773395,0.49122393596779956,-0.35367628333388557,-0.6693749161222373
29,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3496.634321066079,6916.355390200196,0.050000000000000044,-0.2849431476414246,-0.0581617220947227,0.46510913946594945,-0.12504962203388548,-0.6053365346405638
30,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,332.5409064040733,6293.016571908174,0.050000000000000044,-0.4389577187128375,-0.14247682932041705,0.5215927005181584,-0.27315725311891503,-0.6852152438943251
31,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3490.8165164371667,5648.821056409804,0.050000000000000044,-0.4258747081101456,-0.14703702196274715,0.48810909071471964,-0.3012380321527026,-0.6722917762845602
32,43,both_decay_seed43,price_sentiment,differential_sharpe,decay,3495.2724620911677,7826.664541879175,0.050000000000000044,-0.6302850853057131,-0.29747345427382,0.5392007869267267,-0.5516932865942653,-0.7263266041278524
