Date,Open,High,Low,Close,Adj Close,Volume,Ticker,return_1,log_return_1,momentum_14,volatility_14,rsi_14,day_of_week_sin,day_of_week_cos,day_of_year_sin,day_of_year_cos,volume_change_1,news_count,mean_ticker_sentiment,mean_ticker_relevance,sentiment_std,days_since_last_news,sentiment_mean_3,sentiment_mean_7,sentiment_diff_1,sentiment_window_spread_3_7
2015-01-23,77.6500015258789,78.19000244140625,77.04000091552734,77.83000183105469,77.22398376464844,16746500,META,0.002318097896183424,0.002315415252209647,-0.007903061074642781,0.014789735214030118,47.46733818689538,-0.433883739117558,-0.9009688679024191,0.38541335945432564,0.9227440286201427,-0.14206306513998823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-26,77.9800033569336,78.47000122070312,77.29000091552734,77.5,76.89656829833984,19260800,META,-0.004240033705395829,-0.004249048138330702,0.004016032501476641,0.01415463972467458,51.370458114547525,0.0,1.0,0.4324994021339788,0.901634220265486,0.15013883498044378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27,76.70999908447266,76.87999725341797,75.62999725341797,75.77999877929688,75.18994140625,20110000,META,-0.022193564138104804,-0.022443546877359794,-0.0048588672247930065,0.014978989859679508,48.45703581107351,0.7818314824680298,0.6234898018587336,0.44794493940789115,0.8940611451454876,0.04408954975909629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28,76.9000015258789,77.63999938964844,76.0,76.23999786376953,75.64637756347656,53306400,META,0.006070191236243749,0.00605184184419269,0.0011818297582049109,0.015074130033616644,50.36143116446036,0.9749279121818236,-0.22252093395631434,0.4632579225674917,0.88622350294858,1.6507409249129785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,76.8499984741211,78.0199966430664,74.20999908447266,78.0,77.39266967773438,61293500,META,0.023085023420060358,0.022822595363457515,-0.002302383019610499,0.014614808599313644,49.26108250958216,0.43388373911755823,-0.900968867902419,0.4784338202547012,0.8781236129591848,0.14983379106448758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,78.0,78.16000366210938,75.75,75.91000366210938,75.3189468383789,42649500,META,-0.026794824844751597,-0.027160350418136775,-0.023539931205902698,0.01623916554328838,43.383966128342685,-0.433883739117558,-0.9009688679024191,0.49346814167723735,0.8697638720650646,-0.3041758098330165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-02,76.11000061035156,76.13999938964844,73.75,74.98999786376953,74.40609741210938,41955300,META,-0.01211969113366107,-0.012193733445028545,-0.022549574158071684,0.016186552016874,43.69991648232209,0.0,1.0,0.5376773767406141,0.8431506618282,-0.016276861393451303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-03,75.19000244140625,75.58000183105469,73.86000061035156,75.4000015258789,74.81290435791016,26957700,META,0.005467444643140418,0.005452552424604553,-0.013734407642607804,0.016278477378925297,46.21486945046917,0.7818314824680298,0.6234898018587336,0.5521013427459208,0.8337770129585915,-0.35746616041358303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-04,75.08999633789062,76.3499984741211,75.01000213623047,75.62999725341797,75.04112243652344,20277400,META,0.0030503411523157276,0.0030456983008674385,-0.008521257685904948,0.016305582895220633,47.66690053252405,0.9749279121818236,-0.22252093395631434,0.5663619330814524,0.8241566360566663,-0.2478067490920961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-05,75.70999908447266,75.9800033569336,75.20999908447266,75.61000061035156,75.02127075195312,15062600,META,-0.0002644009492609456,-0.0002644359093543877,0.021066812887277964,0.014060360937248644,56.65527899364911,0.43388373911755823,-0.900968867902419,0.580454927809098,0.8142923779467267,-0.2571730103464941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,75.68000030517578,75.69999694824219,74.25,74.47000122070312,73.89014434814453,21211000,META,-0.015077362524083426,-0.015192181528112473,-0.009443988847972595,0.014127867390189572,46.97357680612693,-0.433883739117558,-0.9009688679024191,0.5943761565849831,0.804187157621448,0.40818982114641567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-09,74.05000305175781,74.83000183105469,73.44999694824219,74.44000244140625,73.86038208007812,16194300,META,-0.00040283038545907424,-0.00040291154341479097,-0.023609594344160767,0.013485457506293727,41.588810036000744,0.0,1.0,0.6350683134867438,0.7724559775191742,-0.23651407288670978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-10,74.8499984741211,75.33999633789062,74.5,75.19000244140625,74.60454559326172,15811300,META,0.010075228041406259,0.010024811288744707,-0.02019801232096552,0.013680874281050859,42.922398290458936,0.7818314824680298,0.6234898018587336,0.6482618097757122,0.7614175109532997,-0.02365029670933605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-11,75.08999633789062,76.75,75.02999877929688,76.51000213623047,75.91427612304688,20877400,META,0.017555521372044858,0.017403203304930077,-0.014681253924618387,0.01418021980141556,44.98239732219012,0.9749279121818236,-0.22252093395631434,0.6612634749656386,0.7501537286959042,0.32041008645715396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-12,76.86000061035156,76.87000274658203,75.88999938964844,76.2300033569336,75.63644409179688,17235000,META,-0.003659636276029943,-0.003666349127600926,-0.020557605505319154,0.014163836982944511,43.01920330740271,0.43388373911755823,-0.900968867902419,0.6740694616546162,0.7386679638813748,-0.17446616915899493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13,76.45999908447266,76.4800033569336,75.5,75.73999786376953,75.1502685546875,18621900,META,-0.006427987296152904,-0.006448735768228036,-0.022709704983618906,0.014209709208726936,42.426842856176755,-0.433883739117558,-0.9009688679024191,0.6866759803451553,0.726963615332308,0.08046997389033939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-17,75.30000305175781,76.91000366210938,75.08000183105469,75.5999984741211,75.01134490966797,25254400,META,-0.0018484208291139614,-0.0018501312669589919,-0.002375300977504824,0.012917155253421441,49.103584219313156,0.7818314824680298,0.6234898018587336,0.7350336741329412,0.6780306024735382,0.3561666639816561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-18,75.94000244140625,76.9000015258789,75.44999694824219,76.70999908447266,76.11270141601562,22426400,META,0.014682548052319389,0.0145758030343859,0.006164759101160433,0.013428180776308888,52.19832139084758,0.9749279121818236,-0.22252093395631434,0.746588114532413,0.6652865452111116,-0.1119804865686771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-19,76.98999786376953,79.83999633789062,76.94999694824219,79.41999816894531,78.80160522460938,45851200,META,0.0353278466538427,0.03471813661148078,0.0182051047300682,0.015281302285672213,56.099648811872484,0.43388373911755823,-0.900968867902419,0.7579216274973472,0.6523456189565257,1.0445189597973816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,79.55000305175781,80.33999633789062,79.19999694824219,79.9000015258789,79.27787017822266,36931700,META,0.006043860085623631,0.006025669221816416,0.052562214086167236,0.012965921996577317,69.89030565480016,-0.433883739117558,-0.9009688679024191,0.7690308592589181,0.6392116531380588,-0.1945314408347001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-23,79.95999908447266,80.19000244140625,78.37999725341797,78.83999633789062,78.22611999511719,24139100,META,-0.013266647906695628,-0.013355436034959022,0.05134015980524742,0.013077008580145122,68.9282019620361,0.0,1.0,0.8009803309782905,0.5986906625177214,-0.34638535458698083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-24,78.5,79.4800033569336,78.0999984741211,78.44999694824219,77.83915710449219,18897100,META,-0.004946720037593444,-0.004958995556260129,0.040450866851991396,0.013261253741312973,65.02460573324484,0.7818314824680298,0.6234898018587336,0.8111602420785621,0.5848239578463322,-0.21715805477420447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-25,78.5,80.19999694824219,78.5,79.55999755859375,78.94051361083984,25593800,META,0.014149147909895854,0.014049983021050202,0.051963512467246176,0.01359731396121103,67.81504089643605,0.9749279121818236,-0.22252093395631434,0.8211001178128892,0.5707841943569036,0.3543771266490625,1.0,-0.144321,0.620992,0.0,0.0,-0.048107000000000004,-0.020617285714285716,-0.144321,-0.027489714285714287
2015-02-26,79.87999725341797,81.37000274658203,79.72000122070312,80.41000366210938,79.78390502929688,31111900,META,0.010683837727491374,0.010627168803598257,0.06348370603108622,0.013665810574953623,70.23607347881912,0.43388373911755823,-0.900968867902419,0.8307970168121247,0.5565755266413303,0.21560299760098145,0.0,-0.11239730781364823,0.48362905588107785,0.0,1.0,-0.08557276927121608,-0.03667404397337832,0.03192369218635177,-0.048898725297837765
2015-02-27,80.68000030517578,81.2300033569336,78.62000274658203,78.97000122070312,78.35511779785156,30739200,META,-0.017908249916979035,-0.018070543135718382,0.0604270166004639,0.013994630568929358,68.50326068270427,-0.433883739117558,-0.9009688679024191,0.8402480696078469,0.5422021592729844,-0.01197933909533011,0.0,-0.08753511134038697,0.3766506874362677,0.0,2.0,-0.11475113971801172,-0.049179059879147884,0.024862196473261267,-0.06557207983886384
2015-03-02,79.0,79.86000061035156,78.5199966430664,79.75,79.12903594970703,21662500,META,0.00987715293452962,0.009828692697656127,0.0713325817361894,0.013999161419042049,70.56541354094396,0.0,1.0,0.8670985522812081,0.4981366284784055,-0.2952809442015407,0.0,-0.0413486587876595,0.17791718681180316,0.0,5.0,-0.0804270259805649,-0.05508601113452782,0.04618645255272747,-0.02534101484603709
2015-03-03,79.61000061035156,79.69999694824219,78.5199966430664,79.5999984741211,78.98020935058594,18635000,META,-0.0018808968762245026,-0.001882667983949772,0.058651361743889296,0.014031967221047189,67.9122205839607,0.7818314824680298,0.6234898018587336,0.8755389928586302,0.4831474640149687,-0.1397576457010964,0.0,-0.03220236784278154,0.13856204441089373,0.0,6.0,-0.05369537932360933,-0.05968634939778232,0.009146290944877955,0.005990970074172992
2015-03-04,79.30000305175781,81.1500015258789,78.8499984741211,80.9000015258789,80.27008819580078,28126700,META,0.016331696943191032,0.016199769244738437,0.05737811092766387,0.013945711495398746,67.86001174514769,0.9749279121818236,-0.22252093395631434,0.8837203473619977,0.4680153284438345,0.5093480010732492,0.0,-0.025079229292711693,0.10791222869117882,0.0,7.0,-0.03287675197438424,-0.06326909643959829,0.007123138550069848,0.030392344465214043
2015-03-05,81.2300033569336,81.98999786376953,81.05000305175781,81.20999908447266,80.57767486572266,27825700,META,0.0038318609733842823,0.003824538094997889,0.06532855185931319,0.01376838067447527,70.21098457403657,0.43388373911755823,-0.900968867902419,0.8916401947968874,0.45274469960737107,-0.010701575371444227,0.0,-0.01953172341199118,0.0840421282076706,0.0,8.0,-0.025604440182494803,-0.0660593426413113,0.005547505880720512,0.0404549024588165
2015-03-06,80.9000015258789,81.33000183105469,79.83000183105469,80.01000213623047,79.38701629638672,24488600,META,-0.014776467944470517,-0.014886727459164908,0.05637713748211648,0.01444761791457343,66.38526351537294,-0.433883739117558,-0.9009688679024191,0.8992961915530253,0.4373400963303323,-0.11992869900847059,0.0,-0.015211321487992823,0.06545207525912125,0.0,9.0,-0.0199407580642319,-0.0476151028538817,0.0043204019239983585,0.0276743447896498
2015-03-09,79.68000030517578,79.91000366210938,78.62999725341797,79.44000244140625,78.82145690917969,18925100,META,-0.007124105481883358,-0.0071496030919518975,0.050793704296166586,0.01467944081372028,64.26448690675994,0.0,1.0,0.9206588168102428,0.3903682146763026,-0.22718734431531407,0.0,-0.007185319493918493,0.030917371159896567,0.0,12.0,-0.013976121464634166,-0.03258481880820603,0.008026001994074331,0.018608697343571866
2015-03-10,78.5,79.26000213623047,77.55000305175781,77.55000305175781,76.9461669921875,23067100,META,-0.02379153237114351,-0.024079121494944993,0.010950384269463376,0.01599637673214196,52.949449414321286,0.7818314824680298,0.6234898018587336,0.9272375462179537,0.374473674486883,0.21886278011741012,0.0,-0.005595932448481953,0.024078472869836713,0.0,13.0,-0.00933085781013109,-0.02087922182364817,0.0015893870454365402,0.01154836401351708
2015-03-11,77.80000305175781,78.43000030517578,77.26000213623047,77.56999969482422,76.96601867675781,20215700,META,0.0002578548327465402,0.00025782159390289635,-0.02329386195886962,0.012568372175231905,41.99135600307289,0.9749279121818236,-0.22252093395631434,0.9335418911179212,0.35846832151248087,-0.12361328472152977,0.0,-0.004358116572892428,0.01875233352619241,0.0,14.0,-0.005713122838430958,-0.015594858650110014,0.0012378158755895242,0.009881735811679056
2015-03-12,78.0999984741211,79.05000305175781,77.91000366210938,78.93000030517578,78.31542205810547,16093300,META,0.017532559181411278,0.017380637018139865,-0.012140190265064632,0.013450552553050154,46.098147218372404,0.43388373911755823,-0.900968867902419,0.9395699859530622,0.342356891994542,-0.20392071508777831,0.0,-0.0033941045996850904,0.014604332034614807,0.0,15.0,-0.004449384540353158,-0.011479392472524807,0.0009640119732073379,0.007030007932171649
2015-03-13,78.5999984741211,79.37999725341797,77.68000030517578,78.05000305175781,77.4422836303711,18557300,META,-0.011149084632149253,-0.011211701525245244,-0.010020209574174488,0.013310610028214018,46.775537607621175,-0.433883739117558,-0.9009688679024191,0.945320046913132,0.3261441535642696,0.15310719367687176,0.0,-0.0026433313200610055,0.011373865224792815,0.0,16.0,-0.0034651841642128413,-0.008274264190717567,0.0007507732796240849,0.004809080026504726
2015-03-16,77.95999908447266,78.12000274658203,77.36000061035156,78.06999969482422,77.46211242675781,19305400,META,0.0002562029760990736,0.0002561701617212338,-0.004843814763545118,0.013253525451003263,48.40068459061031,0.0,1.0,0.9608854255574977,0.27694620226893646,0.04031297656447874,0.0,-0.0012486213034095732,0.005372633507576289,0.0,19.0,-0.00242868574105189,-0.005662392460920195,0.0013947100166514324,0.003233706719868305
2015-03-17,78.36000061035156,79.77999877929688,78.33999633789062,79.36000061035156,78.74207305908203,22170000,META,0.016523644428973583,0.0163886144443417,-0.002513787762435493,0.01346566967775012,49.170825088187215,0.7818314824680298,0.6234898018587336,0.9655071658143364,0.2603764827344581,0.14838335388026147,0.0,-0.0009724272488550137,0.004184211182856082,0.0,20.0,-0.001621459957441864,-0.003628264712471937,0.00027619405455455944,0.002006804755030073
2015-03-18,79.25,81.23999786376953,79.16999816894531,80.91000366210938,80.28001403808594,36912400,META,0.019531288304395877,0.019343000413725418,0.0062181317899330235,0.014198155277232146,51.959248492356856,0.9749279121818236,-0.22252093395631434,0.969843196967294,0.24372971360968387,0.6649706811005864,0.0,-0.0007573271028882566,0.003258666945744446,0.0,21.0,-0.000992791885050948,-0.002709980085181903,0.0002151001459667571,0.0017171882001309551
