dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group,run_name,reward_mode,sentiment_variant,seed,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance
test,double_dqn,0.0672105778719374,0.05630389029617633,0.21019697198346046,0.2678625184981573,-0.37697007262527393,sharpe_none,sharpe_none_seed43,sharpe,none,43.0,0.005,20.0,1e-06
train,double_dqn,4.977592614136418,0.38791632614789595,0.23194314929938348,1.6724629605127426,-0.20389581242006305,sharpe_none,sharpe_none_seed44,sharpe,none,44.0,0.005,20.0,1e-06
validation,double_dqn,0.8351304245063549,0.2576482819560817,0.28180596801087815,0.9142754632724317,-0.31136721859785743,sharpe_none,sharpe_none_seed44,sharpe,none,44.0,0.005,20.0,1e-06
test,double_dqn,0.522406331811518,0.2797726481198928,0.2629634556026162,1.0639221616507741,-0.29416630504419794,sharpe_none,sharpe_none_seed44,sharpe,none,44.0,0.005,20.0,1e-06
train,double_dqn,6.543816218415815,0.42654382719596673,0.17412837457012934,2.4495940322705896,-0.13959619986921934,sharpe_none,sharpe_none_seed45,sharpe,none,45.0,0.005,20.0,1e-06
validation,double_dqn,0.587978955424806,0.1825861464708467,0.21628170490072368,0.8442052301865121,-0.22535143480047515,sharpe_none,sharpe_none_seed45,sharpe,none,45.0,0.005,20.0,1e-06
test,double_dqn,0.09000105809570003,0.0676831213624356,0.21022870024494072,0.32194995870486254,-0.2830992352776468,sharpe_none,sharpe_none_seed45,sharpe,none,45.0,0.005,20.0,1e-06
train,double_dqn,2.2087127826475506,0.2557208225091516,0.250980270768868,1.018888144975544,-0.2844303841726378,sharpe_none,sharpe_none_seed46,sharpe,none,46.0,0.005,20.0,1e-06
validation,double_dqn,0.9549808266635038,0.2906909502505688,0.3028013889477549,0.9600053396740673,-0.3579604711802934,sharpe_none,sharpe_none_seed46,sharpe,none,46.0,0.005,20.0,1e-06
test,double_dqn,1.0676217108002612,0.5041968094789964,0.28908133270850517,1.744134789870374,-0.2273653172982698,sharpe_none,sharpe_none_seed46,sharpe,none,46.0,0.005,20.0,1e-06
train,double_dqn,16.39059265970302,0.6489322068921486,0.19691728790615387,3.2954557407951626,-0.10513123747608855,sharpe_sparse,sharpe_sparse_seed42,sharpe,sparse,42.0,0.005,20.0,1e-06
validation,double_dqn,0.9868594627476479,0.27516115547301623,0.2396762190671656,1.1480536389632654,-0.2123860894898768,sharpe_sparse,sharpe_sparse_seed42,sharpe,sparse,42.0,0.005,20.0,1e-06
test,double_dqn,0.09713400636910374,0.07284135199727215,0.2171651054887768,0.33541922784200073,-0.2776531128831412,sharpe_sparse,sharpe_sparse_seed42,sharpe,sparse,42.0,0.005,20.0,1e-06
train,double_dqn,8.308907602229626,0.48527851505056563,0.20054667147152314,2.4197784560063034,-0.13451292013662874,sharpe_sparse,sharpe_sparse_seed43,sharpe,sparse,43.0,0.005,20.0,1e-06
validation,double_dqn,0.8712063498045337,0.25004954925783696,0.23504107387516274,1.0638546920128762,-0.21644213117396593,sharpe_sparse,sharpe_sparse_seed43,sharpe,sparse,43.0,0.005,20.0,1e-06
test,double_dqn,0.40294850517372516,0.21764079810768622,0.22867709845731266,0.9517384975405109,-0.20839551324410177,sharpe_sparse,sharpe_sparse_seed43,sharpe,sparse,43.0,0.005,20.0,1e-06
train,double_dqn,5.856243288442871,0.40411862498595963,0.17563769529168743,2.3008649954944254,-0.14006316813761088,sharpe_sparse,sharpe_sparse_seed44,sharpe,sparse,44.0,0.005,20.0,1e-06
validation,double_dqn,0.683978148994516,0.205327872378537,0.21970153938583786,0.9345763937408834,-0.2930091961736462,sharpe_sparse,sharpe_sparse_seed44,sharpe,sparse,44.0,0.005,20.0,1e-06
test,double_dqn,0.4762171743698491,0.2549653767224034,0.24678447391604103,1.0331499898536793,-0.33897734336875274,sharpe_sparse,sharpe_sparse_seed44,sharpe,sparse,44.0,0.005,20.0,1e-06
train,double_dqn,2.6568861597616182,0.27284069480568407,0.21401766923943788,1.2748512577269329,-0.2107099768686702,sharpe_sparse,sharpe_sparse_seed45,sharpe,sparse,45.0,0.005,20.0,1e-06
validation,double_dqn,0.8480049049847578,0.25237659211014885,0.25788450621711695,0.978641934764662,-0.18791534510480123,sharpe_sparse,sharpe_sparse_seed45,sharpe,sparse,45.0,0.005,20.0,1e-06
