episode,seed,run_name,state_mode,reward_mode,sentiment_imputation_mode,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown,validation_selector
1,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-32.872412266032434,2.146858312237339,0.71557,-0.2001255123916098,-0.08417072025151251,0.2201379760717412,-0.38235438407084266,-0.3131414004194204,cumulative_return
2,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-4.64864907045668,1.6421544648204236,0.4311400000000001,0.004018151603098596,0.050666584807763204,0.30820066375775357,0.1643947945796355,-0.3075105504121448,cumulative_return
3,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,5.119226976908375,1.518341980640619,0.14671,0.0,0.0,0.0,0.0,0.0,cumulative_return
4,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-22.08774788646136,1.4499845912477216,0.050000000000000044,0.13065746307101533,0.08198920423378686,0.18546068896499754,0.4420840054641493,-0.17800447819662524,cumulative_return
5,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-1.9587488591553341,1.540317488775782,0.050000000000000044,0.01087856570796819,0.01708603892588112,0.15166195516919115,0.11265870143122093,-0.14460592991063514,cumulative_return
6,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-0.6034483930692114,1.570930620233616,0.050000000000000044,-0.10067066076679454,-0.04068046440779516,0.1529298150404611,-0.26600741259663596,-0.19703542061978585,cumulative_return
7,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-15.910122530199962,1.7583664058842656,0.050000000000000044,0.013232464638295749,0.017761646250628926,0.14834234704135266,0.11973415956320012,-0.14841374473642943,cumulative_return
8,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-8.065706463647038,1.9177164625707435,0.050000000000000044,0.09708282076482488,0.06615313399527034,0.1874212545588384,0.3529649513390833,-0.1985524992122455,cumulative_return
9,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-7.239998932914768,1.9416118417490142,0.050000000000000044,0.14223429833439272,0.08486936041299109,0.17180875407735,0.4939757631603688,-0.11274592860328536,cumulative_return
10,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-18.260450754764264,1.9376948757337267,0.050000000000000044,0.16011846881545222,0.08508881797513501,0.11936016943538202,0.7128744737682323,-0.071604819065057,cumulative_return
11,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-19.40501029098462,1.9846385683946475,0.050000000000000044,-0.0438222603689814,-0.005309047994246585,0.18484700529845358,-0.028721309202032284,-0.24776220295719276,cumulative_return
12,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-23.552124237132126,1.7874506227000204,0.050000000000000044,-0.1935990320414831,-0.08997407257273415,0.1651212340197575,-0.5448970455366652,-0.23815363280291635,cumulative_return
13,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-6.463914502712574,1.950929621297993,0.050000000000000044,-0.10392253543155039,-0.03252062156754443,0.209610657226031,-0.1551477486780466,-0.2725099108807483,cumulative_return
14,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-35.54440437079637,1.9647948518544733,0.050000000000000044,-0.030876577551404272,-0.0072673709624685445,0.12991262175731313,-0.055940453392161985,-0.14645707186081613,cumulative_return
15,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-7.929061846145585,1.97292448686773,0.050000000000000044,0.2701288661434016,0.15578760939731406,0.22304591162156331,0.6984553460976912,-0.22667846781799417,cumulative_return
16,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-18.36512570955228,2.183597887446264,0.050000000000000044,0.07614606026822224,0.06620127455410318,0.23379558421026844,0.28315878923771215,-0.27564517993372706,cumulative_return
17,42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,-30.29337339911157,2.0411055848131836,0.050000000000000044,0.003443401730436113,0.003545234401982178,0.06029067582596959,0.05880236626000972,-0.09775211206829437,cumulative_return
