seed,run_name,state_mode,reward_mode,sentiment_imputation_mode,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,train,double_dqn,2.0579543953114023,0.23495812023816587,0.2129313209968129,1.1034455576485278,-0.30433021195257337
42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,validation,double_dqn,0.2701288661434016,0.15578760939731406,0.22304591162156331,0.6984553460976912,-0.22667846781799417
42,both_decay_eta0p005_seed42,price_sentiment,differential_sharpe,decay,0.005,20,1e-06,test,double_dqn,0.44832095973566743,0.22556851813065482,0.1813085054593039,1.2441143759870956,-0.24180307754424868
