dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group,run_name,reward_mode,sentiment_variant
train,buy_and_hold,3.7142856449821853,0.34985676948146605,0.27880725097907266,1.254833826067624,-0.2823529392738192,shared_baselines,heuristic_reference,profit,none
train,random,-0.24417499690630595,-0.026310144975200678,0.201497622900028,-0.13057297945521829,-0.3955909841672377,shared_baselines,heuristic_reference,profit,none
validation,buy_and_hold,0.953374092596575,0.27946310048304235,0.27362725582395037,1.021327716939305,-0.3755646610503861,shared_baselines,heuristic_reference,profit,none
validation,random,0.16973539960394923,0.06984078497735902,0.19262057495540486,0.36258216441067326,-0.2712945559252472,shared_baselines,heuristic_reference,profit,none
test,buy_and_hold,-0.09397490873227643,-0.020952451462170285,0.23908078584223313,-0.08763753803284127,-0.29073736597504296,shared_baselines,heuristic_reference,profit,none
test,random,-0.18339706195014405,-0.08289668273018969,0.17653485766182783,-0.46957685200612054,-0.2535413349855967,shared_baselines,heuristic_reference,profit,none
