episode,seed,run_name,state_mode,reward_mode,sentiment_imputation_mode,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown
1,44,state_only_decay_seed44,price_sentiment,profit,decay,1.9228112972687252,0.06569472467382208,0.71557,0.0,0.0,0.0,0.0,0.0
2,44,state_only_decay_seed44,price_sentiment,profit,decay,1.969079184257238,0.008181200675787958,0.4311400000000001,-0.13309822123067494,-0.033930674259655125,0.27556449948834244,-0.12313151484554903,-0.36965897794212277
3,44,state_only_decay_seed44,price_sentiment,profit,decay,2.3742130531552275,0.0047697865873271615,0.14671,0.06579169983628086,0.038301646554803837,0.10580225156488901,0.36201163952842025,-0.09310140628538432
4,44,state_only_decay_seed44,price_sentiment,profit,decay,1.8636953738754611,0.004586476614923044,0.050000000000000044,-0.31008393347852337,-0.11574584916295849,0.3547131430370863,-0.32630831824254375,-0.4846940831752037
5,44,state_only_decay_seed44,price_sentiment,profit,decay,1.275926198358445,0.003073146315681908,0.050000000000000044,0.3243935265350919,0.1624643434952664,0.13935958016082547,1.1657924292522788,-0.07020299100255245
6,44,state_only_decay_seed44,price_sentiment,profit,decay,1.8788064617905018,0.0016915277630350763,0.050000000000000044,-0.09418076621321692,-0.0022637965736757026,0.30738987137398366,-0.0073645776406258716,-0.34379554379528454
7,44,state_only_decay_seed44,price_sentiment,profit,decay,2.833886784052023,0.002563420128092511,0.050000000000000044,0.0,0.0,0.0,0.0,0.0
8,44,state_only_decay_seed44,price_sentiment,profit,decay,2.549259348559655,0.002572229527417289,0.050000000000000044,0.09180038421119452,0.04673163392542912,0.057743372461335915,0.8092986594560252,-0.0010000000000000009
9,44,state_only_decay_seed44,price_sentiment,profit,decay,2.0246119320643188,0.0019316172804907411,0.050000000000000044,-0.5980300111558483,-0.24978764292062716,0.5833130103433024,-0.4282223068770872,-0.7715446556345626
10,44,state_only_decay_seed44,price_sentiment,profit,decay,2.032016535521235,0.002784844939296775,0.050000000000000044,0.06652949198895142,0.11694598112478616,0.3968186142622463,0.2947089096165732,-0.4386343433707207
11,44,state_only_decay_seed44,price_sentiment,profit,decay,1.2844391341911925,0.004187303724530437,0.050000000000000044,-0.010177687165178972,-0.005100728362673723,0.006539546879757923,-0.7799819248122798,-0.010177687165178972
12,44,state_only_decay_seed44,price_sentiment,profit,decay,2.912313473701721,0.0016697783854979157,0.050000000000000044,-0.001995004592763694,0.012508833180634449,0.16424366017971162,0.07616021931651774,-0.156156638339899
