dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group,run_name,reward_mode,sentiment_variant,seed,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance
train,double_dqn,40.38033320508729,1.0801062180392536,0.46123669863423333,2.3417612285352685,-0.4328255346397851,sharpe_none,sharpe_none_seed46,sharpe,none,46.0,0.005,20.0,1e-06
validation,double_dqn,1.9039465586985433,0.5576598940069204,0.4717625211836581,1.1820775686202132,-0.5089984486101395,sharpe_none,sharpe_none_seed46,sharpe,none,46.0,0.005,20.0,1e-06
test,double_dqn,0.05593253638700668,0.1721662903372012,0.5144087287321875,0.3346877312162306,-0.5122831695443719,sharpe_none,sharpe_none_seed46,sharpe,none,46.0,0.005,20.0,1e-06
train,double_dqn,10.838260810702383,0.6681252641210196,0.43691581444900923,1.5291853533925903,-0.48433847350672465,sharpe_sparse,sharpe_sparse_seed42,sharpe,sparse,42.0,0.005,20.0,1e-06
validation,double_dqn,1.13153725816362,0.41564271889957394,0.47345319970125804,0.8778961028499508,-0.5408512979154201,sharpe_sparse,sharpe_sparse_seed42,sharpe,sparse,42.0,0.005,20.0,1e-06
test,double_dqn,0.5295398825231332,0.4368775827633504,0.5472291042507543,0.7983449333556681,-0.5304321139348385,sharpe_sparse,sharpe_sparse_seed42,sharpe,sparse,42.0,0.005,20.0,1e-06
train,double_dqn,37.93983728730797,1.0740253091878107,0.4765906498971455,2.253559337388594,-0.45616348525842465,sharpe_sparse,sharpe_sparse_seed43,sharpe,sparse,43.0,0.005,20.0,1e-06
validation,double_dqn,0.5528950111088151,0.30656922530613073,0.5108433976329735,0.6001236909914847,-0.7583022152630521,sharpe_sparse,sharpe_sparse_seed43,sharpe,sparse,43.0,0.005,20.0,1e-06
test,double_dqn,0.1791626023918429,0.2744120326461219,0.5662166161820396,0.4846414336909851,-0.5360722858160933,sharpe_sparse,sharpe_sparse_seed43,sharpe,sparse,43.0,0.005,20.0,1e-06
train,double_dqn,78.3099419289033,1.313438538344864,0.4553982774743303,2.8841535054310765,-0.38525770094085277,sharpe_sparse,sharpe_sparse_seed44,sharpe,sparse,44.0,0.005,20.0,1e-06
validation,double_dqn,1.327902769078297,0.4419581079965422,0.45422384749193484,0.9729962670099341,-0.4995998552809767,sharpe_sparse,sharpe_sparse_seed44,sharpe,sparse,44.0,0.005,20.0,1e-06
test,double_dqn,0.4378675221723243,0.3534455153720033,0.49338129568374345,0.7163739656611573,-0.4004843170988248,sharpe_sparse,sharpe_sparse_seed44,sharpe,sparse,44.0,0.005,20.0,1e-06
train,double_dqn,1958.5904410371772,2.826895886354517,0.36913140203184364,7.658237339858316,-0.16458322938680092,sharpe_sparse,sharpe_sparse_seed45,sharpe,sparse,45.0,0.005,20.0,1e-06
validation,double_dqn,1.919964115952097,0.5065262144898295,0.3902779687912415,1.2978601278945592,-0.3027061064371275,sharpe_sparse,sharpe_sparse_seed45,sharpe,sparse,45.0,0.005,20.0,1e-06
test,double_dqn,0.5683440279022991,0.37705727922265075,0.4358473352378714,0.8651131915648058,-0.2948934865086529,sharpe_sparse,sharpe_sparse_seed45,sharpe,sparse,45.0,0.005,20.0,1e-06
train,double_dqn,15.607105819834423,0.7858089675817697,0.4638499533744813,1.6941016418457204,-0.4791247451287519,sharpe_sparse,sharpe_sparse_seed46,sharpe,sparse,46.0,0.005,20.0,1e-06
validation,double_dqn,1.5071841663417622,0.42147840417272375,0.3629300655142832,1.161321268811047,-0.48427787207283834,sharpe_sparse,sharpe_sparse_seed46,sharpe,sparse,46.0,0.005,20.0,1e-06
test,double_dqn,0.8943546404635094,0.49217867857428144,0.3965841917182471,1.2410446226861946,-0.3362664264772448,sharpe_sparse,sharpe_sparse_seed46,sharpe,sparse,46.0,0.005,20.0,1e-06
train,double_dqn,260.7976220059761,1.7273801936505637,0.3679799443966479,4.694223747663296,-0.23570639824293838,sharpe_decay,sharpe_decay_seed42,sharpe,decay,42.0,0.005,20.0,1e-06
validation,double_dqn,2.6177746533943393,0.6156032050908686,0.398665844920064,1.5441583795930711,-0.30634717087041197,sharpe_decay,sharpe_decay_seed42,sharpe,decay,42.0,0.005,20.0,1e-06
