Date,Open,High,Low,Close,Adj Close,Volume,Ticker,return_1,log_return_1,momentum_14,volatility_14,rsi_14,day_of_week_sin,day_of_week_cos,day_of_year_sin,day_of_year_cos,volume_change_1
2015-01-23,26.901500701904297,27.27050018310547,26.787500381469727,27.09749984741211,26.875377655029297,45966000,GOOGL,0.008654385939876219,0.00861715141561768,0.02341606686608322,0.015293529640248164,57.2277771057762,-0.433883739117558,-0.9009688679024191,0.38541335945432564,0.9227440286201427,-0.18017407433830346
2015-01-26,27.075000762939453,27.075000762939453,26.603500366210938,26.836000442504883,26.61601829528809,30932000,GOOGL,-0.009650314840105145,-0.009697180886831027,0.03322684649239682,0.01449455977920665,60.66486617208853,0.0,1.0,0.4324994021339788,0.901634220265486,-0.32706783274594264
2015-01-27,26.56999969482422,26.638999938964844,26.042999267578125,26.059499740600582,25.845882415771484,39148000,GOOGL,-0.028935038347756903,-0.029361911124062265,0.02871857678606471,0.015137293589119638,58.69901669972913,0.7818314824680298,0.6234898018587336,0.44794493940789115,0.8940611451454876,0.26561489719384457
2015-01-28,26.25,26.284500122070312,25.61750030517578,25.62150001525879,25.411474227905273,35822000,GOOGL,-0.016807679721471902,-0.016950531706171425,0.014411573783337017,0.01592770596012459,54.00440389795748,0.9749279121818236,-0.22252093395631434,0.4632579225674917,0.88622350294858,-0.08495964033922554
2015-01-29,25.645000457763672,25.75950050354004,25.173999786376953,25.661500930786133,25.451147079467773,79018000,GOOGL,0.0015612245771527977,0.0015600071330337116,0.012467695367864629,0.01591422314086684,53.51345344639725,0.43388373911755823,-0.900968867902419,0.4784338202547012,0.8781236129591848,1.2058511529227847
2015-01-30,25.950000762939453,27.155000686645508,25.909000396728516,26.877500534057617,26.657180786132812,121108000,GOOGL,0.0473861449706805,0.04629767475464073,0.07355413355128126,0.01964200521414813,67.03990026081988,-0.433883739117558,-0.9009688679024191,0.49346814167723735,0.8697638720650646,0.532663443772305
2015-02-02,26.715999603271484,26.825000762939453,26.086000442504883,26.61000061035156,26.39187240600586,75378000,GOOGL,-0.009952559515982395,-0.010002417320786805,0.0706956876101772,0.01978429878806617,66.00765580969875,0.0,1.0,0.5376773767406141,0.8431506618282,-0.37759685569904544
2015-02-03,26.496999740600582,26.872499465942383,26.340499877929688,26.665000915527344,26.446420669555664,47062000,GOOGL,0.002066903566863898,0.002064770460464314,0.06277404357755656,0.019755316632497567,64.84169652665537,0.7818314824680298,0.6234898018587336,0.5521013427459208,0.8337770129585915,-0.3756533736634031
2015-02-04,26.656999588012695,26.837499618530273,26.25149917602539,26.30500030517578,26.089370727539062,33896000,GOOGL,-0.013500866228807418,-0.013592831602779461,0.039867218099910895,0.02028935960010616,59.23620129047762,0.9749279121818236,-0.22252093395631434,0.5663619330814524,0.8241566360566663,-0.27975861629340015
2015-02-05,26.396499633789062,26.534500122070312,26.281999588012695,26.491500854492188,26.274343490600582,33176000,GOOGL,0.007089927662145223,0.007064912293525287,0.051229155818206085,0.020217985420013476,61.63062753453842,0.43388373911755823,-0.900968867902419,0.580454927809098,0.8142923779467267,-0.0212414444182204
2015-02-06,26.550500869750977,27.01099967956543,26.4325008392334,26.694000244140625,26.475183486938477,42938000,GOOGL,0.007643937984513904,0.007614871120126387,0.04588016667609507,0.02008733270039908,60.78268001693072,-0.433883739117558,-0.9009688679024191,0.5943761565849831,0.804187157621448,0.2942488545936821
2015-02-09,26.55299949645996,26.694000244140625,26.377500534057617,26.464000701904297,26.247068405151367,30314000,GOOGL,-0.008616151199999034,-0.00865348483359225,0.03792606860186343,0.020317045449857907,58.58183198204101,0.0,1.0,0.6350683134867438,0.7724559775191742,-0.2940053099818343
2015-02-10,26.607500076293945,27.049999237060547,26.458499908447266,27.007999420166016,26.78660774230957,47430000,GOOGL,0.02055617834920076,0.02034775158030852,0.03799068621299151,0.02032129542299895,58.73927105571124,0.7818314824680298,0.6234898018587336,0.6482618097757122,0.7614175109532997,0.5646236062545358
2015-02-11,26.986499786376953,27.09749984741211,26.799999237060547,26.899999618530273,26.67949104309082,38306000,GOOGL,-0.00399880790707885,-0.004006824517812157,0.0013028046793335246,0.0184846148196018,50.35583420724404,0.9749279121818236,-0.22252093395631434,0.6612634749656386,0.7501537286959042,-0.19236769976807933
2015-02-12,26.982999801635746,27.41699981689453,26.850000381469727,27.300500869750977,27.07671165466309,48590000,GOOGL,0.014888522561346651,0.01477877647317475,0.007491503772745878,0.018775458265454445,51.99568427720081,0.43388373911755823,-0.900968867902419,0.6740694616546162,0.7386679638813748,0.2684696914321516
2015-02-13,27.375499725341797,27.62700080871582,27.329999923706055,27.558000564575195,27.33209991455078,47382000,GOOGL,0.009432050204966291,0.009387846158572405,0.026904162698058176,0.018658940319135477,57.10350273529217,-0.433883739117558,-0.9009688679024191,0.6866759803451553,0.726963615332308,-0.02486108252726904
