Date,Open,High,Low,Close,Adj Close,Volume,Ticker,return_1,log_return_1,momentum_14,volatility_14,rsi_14,day_of_week_sin,day_of_week_cos,day_of_year_sin,day_of_year_cos,volume_change_1
2015-01-23,15.404000282287598,15.846500396728516,15.38599967956543,15.619500160217283,15.619500160217283,89928000,AMZN,0.006670557333399607,0.006648407611927956,0.012543791215921196,0.019785765100008283,52.90497731855561,-0.433883739117558,-0.9009688679024191,0.38541335945432564,0.9227440286201427,-0.16152612538693922
2015-01-26,15.590999603271484,15.649999618530272,15.37600040435791,15.482999801635742,15.482999801635742,63394000,AMZN,-0.008739099022464614,-0.008777508890485926,0.024719538833028798,0.019033303218013987,55.92762791660702,0.0,1.0,0.4324994021339788,0.901634220265486,-0.295058268837292
2015-01-27,15.3149995803833,15.51200008392334,15.131500244140623,15.337499618530272,15.337499618530272,58406000,AMZN,-0.009397415550576937,-0.00944184985762653,0.038809303887815894,0.01800028071022935,59.708571886549265,0.7818314824680298,0.6234898018587336,0.44794493940789115,0.8940611451454876,-0.07868252516010976
2015-01-28,15.490500450134276,15.575499534606934,15.1899995803833,15.195500373840332,15.195500373840332,61276000,AMZN,-0.009258304692531527,-0.00930142917486557,0.01839694762850752,0.018126470083500955,54.673946614366386,0.9749279121818236,-0.22252093395631434,0.4632579225674917,0.88622350294858,0.04913878711091324
2015-01-29,15.236499786376951,15.640000343322754,14.966500282287598,15.58899974822998,15.58899974822998,173132000,AMZN,0.02589578261385017,0.025566165189589755,0.037675563712434634,0.019243167653459476,58.7670416172054,0.43388373911755823,-0.900968867902419,0.4784338202547012,0.8781236129591848,1.8254455251648278
2015-01-30,17.31599998474121,17.975000381469727,17.03700065612793,17.726499557495117,17.726499557495117,477122000,AMZN,0.13711590504758542,0.12849514892877184,0.19398505262568277,0.04024500863802653,77.75100807563237,-0.433883739117558,-0.9009688679024191,0.49346814167723735,0.8697638720650646,1.755827923203105
2015-02-02,17.502500534057617,18.25,17.500499725341797,18.223499298095703,18.223499298095703,204638000,AMZN,0.02803710563321249,0.027651261355507578,0.250711974917067,0.03930811337416929,83.76154964175512,0.0,1.0,0.5376773767406141,0.8431506618282,-0.5710992157142198
2015-02-03,18.01449966430664,18.391000747680664,18.010499954223633,18.177499771118164,18.177499771118164,124252000,AMZN,-0.0025241873816378435,-0.002527378513748023,0.23345994415922222,0.039629752369814336,82.52198121281742,0.7818314824680298,0.6234898018587336,0.5521013427459208,0.8337770129585915,-0.39282049277260334
2015-02-04,17.91900062561035,18.375,17.911500930786133,18.237499237060547,18.237499237060547,83398000,AMZN,0.0033007545975995978,0.0032953190647652506,0.24373440487040865,0.03935657766021751,83.87036891092363,0.9749279121818236,-0.22252093395631434,0.5663619330814524,0.8241566360566663,-0.32879953642597304
2015-02-05,18.299999237060547,18.940000534057617,18.295000076293945,18.694499969482425,18.694499969482425,144952000,AMZN,0.02505830029005307,0.024749489304619617,0.3029796249033865,0.037844017239113216,90.12370130704669,0.43388373911755823,-0.900968867902419,0.580454927809098,0.8142923779467267,0.7380752536032038
