date,news_count,mean_overall_sentiment,mean_ticker_sentiment,mean_ticker_relevance,sentiment_std,weighted_ticker_sentiment
2015-01-07,1,0.244415,0.347436,0.74297,0.0,0.34743599999999997
2015-01-08,2,0.10678950000000001,0.040822,0.5693615,0.13278192558477228,0.041182071761964936
2015-01-10,1,0.287946,0.124957,0.748744,0.0,0.12495700000000001
2015-01-11,2,0.0103905,0.218809,0.7103515,0.15898164604129622,0.22027610719763385
2015-01-15,1,-0.347567,-0.334598,0.935324,0.0,-0.334598
2015-01-16,1,0.360194,0.321599,0.638188,0.0,0.321599
2015-01-19,1,0.180244,0.142838,0.745213,0.0,0.142838
2015-01-23,1,0.122051,0.132184,0.7288,0.0,0.132184
2015-01-28,1,0.168568,0.21055,1.0,0.0,0.21055
2015-01-29,1,0.093396,-0.104589,0.734611,0.0,-0.104589
2015-02-03,1,0.221086,0.348256,0.71044,0.0,0.348256
2015-02-04,1,0.311107,0.239573,0.614884,0.0,0.23957300000000004
2015-02-11,1,0.04864,0.336013,0.743467,0.0,0.336013
2015-02-18,1,0.181868,0.137484,0.747869,0.0,0.137484
2015-02-19,1,0.38514,0.375925,0.798536,0.0,0.375925
2015-02-23,2,0.11670749999999999,0.1384465,0.603928,0.09851199543456624,0.14043973187283917
2015-02-28,1,0.345851,0.31735,0.72487,0.0,0.31735
2015-03-02,3,0.30591866666666667,0.29731033333333334,0.855934,0.19437111652797934,0.29808338626965786
2015-03-03,2,0.048876,0.302067,0.91606,0.015248050629506711,0.30210388709036523
2015-03-06,1,0.15923,0.242155,0.74819,0.0,0.242155
2015-03-09,1,0.171845,0.109339,0.639475,0.0,0.109339
2015-03-14,1,0.132773,0.126604,0.608125,0.0,0.126604
2015-03-23,3,0.26021866666666665,0.204592,0.6333813333333334,0.10131061680297875,0.2054005972252629
2015-03-24,1,0.285285,0.113398,0.624547,0.0,0.113398
2015-03-25,1,0.041947,0.102445,0.70343,0.0,0.102445
2015-03-26,1,0.182797,0.10327,0.717045,0.0,0.10327
2015-03-30,1,0.098867,0.109102,0.704478,0.0,0.109102
2015-04-07,2,0.254054,0.227513,0.818095,0.10321354842267559,0.24374091071330345
2015-04-08,2,0.11584249999999999,0.23569,0.8039795000000001,0.12705294644359882,0.2242229836892607
2015-04-09,1,0.182125,0.142008,0.631298,0.0,0.142008
2015-04-13,2,0.352514,0.48171299999999995,0.807218,0.19880872838484734,0.4934867511725457
2015-04-22,1,0.060726,-0.114949,0.714276,0.0,-0.114949
2015-04-26,1,0.177845,0.221325,0.701206,0.0,0.221325
2015-04-28,1,0.270076,0.322578,0.728108,0.0,0.322578
2015-04-29,1,0.107282,0.128535,0.738042,0.0,0.128535
2015-04-30,1,0.4466,0.427579,0.936902,0.0,0.427579
2015-05-05,2,0.2258775,0.24353400000000003,0.660571,0.13276778344914855,0.25141489276095985
2015-05-07,1,0.263199,0.300157,0.728116,0.0,0.300157
2015-05-08,1,0.349343,0.413674,0.933557,0.0,0.413674
2015-05-12,1,0.160338,0.328141,0.912263,0.0,0.32814099999999996
2015-05-14,1,0.403021,0.324257,0.590226,0.0,0.324257
2015-05-19,1,0.190005,0.302854,0.706484,0.0,0.302854
2015-05-21,1,-0.14717,0.046135,0.604318,0.0,0.046135
2015-05-31,1,0.188504,0.290799,0.579846,0.0,0.290799
2015-06-04,1,-0.282023,-0.240229,0.710159,0.0,-0.240229
2015-06-08,1,0.32585,0.300021,0.704483,0.0,0.300021
2015-06-09,1,0.116476,0.144842,0.611296,0.0,0.144842
2015-06-11,2,0.177892,0.2381005,0.7488435,0.26041682090928764,0.2841640656732682
2015-06-13,1,0.084178,0.52401,0.945836,0.0,0.52401
2015-06-16,1,0.237203,0.068658,0.603884,0.0,0.068658
2015-06-17,1,0.255287,0.318956,0.637391,0.0,0.318956
2015-06-23,3,0.31961599999999996,0.4215123333333333,0.7932346666666666,0.10308008927689834,0.4231833137314557
2015-06-24,1,0.053948,0.32291,0.727102,0.0,0.32291
2015-06-25,1,-0.03588,0.274566,0.734895,0.0,0.274566
2015-07-02,1,0.298038,0.308949,0.728802,0.0,0.308949
2015-07-09,1,-0.03147,0.119795,0.638909,0.0,0.119795
2015-07-15,1,0.127145,-0.109287,0.648258,0.0,-0.109287
2015-07-16,1,0.029138,0.123544,0.728682,0.0,0.123544
2015-07-17,1,0.259734,0.324701,0.700584,0.0,0.324701
2015-07-20,2,0.20706449999999998,0.1242905,0.6911985,0.014397401171739292,0.12342511880017101
2015-07-21,2,-0.02586150000000001,0.018970999999999988,0.6268155,0.49695040317721845,-0.005728492473463079
2015-07-27,1,0.2746,0.13723,0.565125,0.0,0.13723
2015-07-29,1,0.363563,0.33462,0.743803,0.0,0.33462
2015-07-30,1,0.233847,0.374332,0.612833,0.0,0.374332
2015-08-03,1,0.157557,0.121677,0.749385,0.0,0.12167699999999998
2015-08-05,1,0.387511,0.414321,0.979051,0.0,0.414321
2015-08-12,1,0.444655,0.313955,0.646382,0.0,0.313955
2015-08-24,2,-0.05981699999999998,-0.05981349999999999,0.7273235,0.5346780854874268,-0.04969917730349701
2015-08-25,1,0.070066,-0.208087,0.738919,0.0,-0.20808699999999997
2015-08-26,2,0.211725,-0.0010660000000000114,0.7687155,0.4911818260562987,-0.06192629952173468
2015-08-27,2,0.154059,0.135744,0.6587175000000001,0.0029755053352329844,0.13557889931875194
2015-08-28,1,0.389292,0.335633,0.736164,0.0,0.335633
2015-08-31,1,-0.041684,-0.440953,0.925214,0.0,-0.440953
2015-09-01,1,0.159914,0.299135,1.0,0.0,0.299135
2015-09-03,1,-0.122781,-0.140018,0.887881,0.0,-0.140018
2015-09-04,1,0.157522,0.121417,0.745328,0.0,0.121417
2015-09-08,1,0.069699,0.122398,0.912609,0.0,0.122398
2015-09-09,2,-0.018885,0.017462999999999992,0.7741285,0.17805090171633503,-0.0090496424986291
2015-09-11,2,0.1710155,0.180587,0.667601,0.06368062250009808,0.17570207577729813
2015-09-14,1,0.186148,0.313632,0.920511,0.0,0.313632
2015-09-17,1,-0.181029,-0.401901,0.935802,0.0,-0.401901
2015-09-20,1,0.025358,-0.290764,0.95198,0.0,-0.290764
2015-09-21,3,0.042378666666666676,-0.360999,0.9643146666666667,0.05634610894285425,-0.3602161631936187
2015-09-22,1,0.426914,0.337545,0.720198,0.0,0.337545
2015-09-25,1,0.145606,0.352285,0.999401,0.0,0.352285
2015-09-28,3,0.23646733333333336,0.14825766666666668,0.6745506666666667,0.05240536423242694,0.1505496833941804
2015-09-29,1,0.311433,0.245004,0.605256,0.0,0.245004
2015-10-01,1,0.225104,-0.321928,0.737684,0.0,-0.321928
2015-10-05,1,0.182795,0.079875,0.573808,0.0,0.079875
2015-10-07,1,0.032289,0.11828,0.73649,0.0,0.11828
2015-10-09,1,0.099967,0.139535,0.710152,0.0,0.139535
2015-10-13,1,0.123066,0.102761,0.721977,0.0,0.102761
2015-10-19,1,0.127409,0.130044,0.602736,0.0,0.130044
2015-10-25,1,0.268375,0.466873,0.993862,0.0,0.466873
2015-10-26,1,0.063373,-0.145259,0.641038,0.0,-0.145259
2015-10-28,1,0.191925,0.146845,0.609209,0.0,0.146845
2015-10-29,1,0.348048,0.310938,0.741829,0.0,0.310938
2015-11-02,1,-0.073695,0.103208,0.616044,0.0,0.103208
2015-11-03,1,0.102326,0.108044,0.610177,0.0,0.10804400000000002
2015-11-04,1,0.456294,0.118976,0.58461,0.0,0.11897599999999998
2015-11-10,1,0.142411,0.129085,0.700174,0.0,0.129085
2015-11-16,1,0.142954,0.139504,0.551061,0.0,0.139504
2015-11-17,1,-0.036324,0.140572,0.640032,0.0,0.140572
2015-11-18,1,0.103834,0.249314,0.603062,0.0,0.249314
2015-11-19,1,0.180306,0.128436,0.637432,0.0,0.128436
2015-11-24,1,0.369439,0.414526,1.0,0.0,0.414526
2015-12-03,1,0.218233,0.147221,0.67066,0.0,0.147221
2015-12-07,2,0.34388850000000004,0.320534,0.6780930000000001,0.02314360494823567,0.3192978879401498
2015-12-09,2,0.2538505,0.24972550000000002,0.8417625,0.2745575423194562,0.22400406482648016
2015-12-10,3,0.17221866666666666,0.08099466666666667,0.6963940000000001,0.28363040458020955,0.06567251586984764
2015-12-11,1,0.171637,0.12114,0.72531,0.0,0.12114
2015-12-17,1,0.253061,0.228358,0.702309,0.0,0.22835800000000003
2015-12-30,1,0.194909,0.210448,0.962679,0.0,0.210448
2016-01-01,2,0.256758,0.275135,0.7838339999999999,0.0547852191927713,0.2711026219582207
2016-01-04,3,0.170022,0.075902,0.6127753333333333,0.04647756139256878,0.07610789991111479
2016-01-05,2,0.30236149999999995,0.42011,0.843863,0.12448473461432931,0.40893883799858505
2016-01-06,2,0.227104,0.1112545,0.6548395,0.008106979246303764,0.11165742719628245
2016-01-07,1,0.339504,0.44037,1.0,0.0,0.44037
2016-01-12,1,0.294662,0.332748,0.735405,0.0,0.332748
2016-01-13,1,0.21696,0.224474,0.725339,0.0,0.224474
2016-01-15,2,0.0403795,0.093837,0.8014895,0.12080919356572165,0.0832033933058387
2016-01-18,2,0.009896500000000003,0.099,0.802913,0.30359771071600655,0.15169543376679664
