episode,seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown,validation_selector
1,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,-0.08545485238969519,0.0016621106749251059,0.71557,0.17800960754732498,0.10670377067485348,0.19614759213337324,0.5439973517610086,-0.1786398038855792,sharpe_ratio
2,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,0.4762746148091094,0.0002040817164991324,0.4311400000000001,-0.13582358526600968,-0.05128745378314581,0.2026144433106349,-0.25312832069190305,-0.3317995184510003,sharpe_ratio
3,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,1.2971195779225044,0.00017389465162122894,0.14671,-0.044975330480153564,-0.001743514934664403,0.20626898776239563,-0.008452627579056064,-0.30228663567355596,sharpe_ratio
4,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,2.9458054575882096,0.0001535723565898944,0.050000000000000044,-0.236850024988009,-0.1128941816270671,0.17783393966726815,-0.6348292223537025,-0.3033999647457045,sharpe_ratio
5,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,3.6418801302130914,0.00014357805344830289,0.050000000000000044,0.04397625516098613,0.03709854743001095,0.17190446191061032,0.2158091012745327,-0.224564982771424,sharpe_ratio
6,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,3.420540446296275,0.00013223272257171644,0.050000000000000044,-0.2506225969601401,-0.1205385099189612,0.1804665253749209,-0.6679272494915127,-0.34710728593222084,sharpe_ratio
7,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,4.403795206072947,0.00012465345883191705,0.050000000000000044,-0.04344052725312186,-0.0012128825443075142,0.2050683424211701,-0.005914528444456295,-0.26017269360611694,sharpe_ratio
8,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,4.333559102372641,0.0001246300694496259,0.050000000000000044,-0.18374356932084535,-0.08085402986035717,0.18732872982224885,-0.43161574808667824,-0.2660907562118371,sharpe_ratio
9,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,4.1708993579153715,0.00012560966802731329,0.050000000000000044,-0.013080909034022037,0.018265623100600425,0.22214780972637546,0.08222283678195437,-0.27647862961889536,sharpe_ratio
10,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,4.587075793954441,0.0001251595143598001,0.050000000000000044,-0.09217759210436138,-0.03084458860238848,0.18525994089688408,-0.16649356818890823,-0.2922229604597445,sharpe_ratio
11,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,4.489960256095232,0.00012772836595753166,0.050000000000000044,0.10933301212723245,0.0780330789303969,0.21467157275657223,0.3634998240725746,-0.2188808681824994,sharpe_ratio
12,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,4.6703748039777775,0.00013088591281676436,0.050000000000000044,0.1288291274940916,0.08569138633386619,0.20669566320443392,0.4145775726755935,-0.24181652599950865,sharpe_ratio
13,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,5.097027717352778,0.00014353779622125137,0.050000000000000044,-0.12929846464708517,-0.047293494921221035,0.20498762911035853,-0.23071389784092672,-0.3477820325327705,sharpe_ratio
14,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,5.348618278292885,0.0001424282699206775,0.050000000000000044,-0.11441635615576629,-0.03955841920492986,0.20266862748259665,-0.1951876799892316,-0.3166175304511285,sharpe_ratio
15,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,5.288989034382698,0.00014362939621404523,0.050000000000000044,-0.18059619373124114,-0.07361767884202963,0.21660020992186066,-0.33987815094263985,-0.3848348230985572,sharpe_ratio
