episode,seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown,validation_selector
1,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,-0.2605443345550761,0.0017330030752698523,0.71557,-0.3745854473212116,-0.12754209290830454,0.44501648703509433,-0.28660082631555733,-0.6569292193556779,sharpe_ratio
2,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,1.445168954745299,0.000503394467826608,0.4311400000000001,-0.3800614695414932,-0.0888671509865504,0.5422796706730375,-0.16387697306862906,-0.6118624177820717,sharpe_ratio
3,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,3.2676910785735314,0.0006841701608340635,0.14671,-0.510319883871561,-0.22456147633584012,0.45553524179893684,-0.4929618078483521,-0.5963429991196865,sharpe_ratio
4,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,5.149861702068424,0.0006998520732041369,0.050000000000000044,0.002192888147039884,0.1037603945986485,0.4449584551202038,0.23319119662670085,-0.4420263618565833,sharpe_ratio
5,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,6.268324762519905,0.0007724525788514305,0.050000000000000044,-0.1837610143201115,0.004399960207116971,0.46208201381281705,0.009522033049525562,-0.4935080769718123,sharpe_ratio
6,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,7.451292843427142,0.0008370629085228469,0.050000000000000044,-0.16376964489468993,-0.019418889593874722,0.37528317343173184,-0.05174463170384385,-0.41455694999231585,sharpe_ratio
7,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,7.839927568960704,0.0008224835377478936,0.050000000000000044,-0.3369374042544222,-0.09869468792601888,0.45305213834689806,-0.21784399536472163,-0.5276162205678698,sharpe_ratio
8,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,7.108363198986723,0.0008088582847873962,0.050000000000000044,-0.14882685271273643,0.007865033598246196,0.42267416973818805,0.018607793334326387,-0.3639746804852,sharpe_ratio
9,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,7.318691294694103,0.0008195956966395843,0.050000000000000044,-0.22707728041691566,-0.02720523997078117,0.4518771020558064,-0.06020495361905138,-0.4785664933018655,sharpe_ratio
10,42,profit_zero_seed42,profit,zero,0.005,20,1e-06,6.69373685183403,0.0007502483397255027,0.050000000000000044,0.09189964709156428,0.12121088997608376,0.37666340992639,0.3218016053106182,-0.4124910426810501,sharpe_ratio
