episode,seed,run_name,state_mode,reward_mode,sentiment_imputation_mode,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown
1,43,reward_only_none_seed43,price_only,differential_sharpe,none,472.7735750943176,306.567522212457,0.71557,-0.4593228679426262,-0.11936560503860294,0.6026925525824831,-0.19805389087210737,-0.7338829715606723
2,43,reward_only_none_seed43,price_only,differential_sharpe,none,5159.375302907051,11105.045786281706,0.4311400000000001,-0.43823632213870256,-0.10479626152865762,0.5984610774363324,-0.17510956932668095,-0.6703563430763384
3,43,reward_only_none_seed43,price_only,differential_sharpe,none,-7.064072989452729,6937.828296149781,0.14671,-0.6068927236533208,-0.2639538929404165,0.5681121766706071,-0.4646157990967647,-0.7111976185132471
4,43,reward_only_none_seed43,price_only,differential_sharpe,none,710.6414986337052,4799.968343199195,0.050000000000000044,-0.415340031101637,-0.1373198880017673,0.4924797176465326,-0.2788335906664199,-0.6680825556879749
5,43,reward_only_none_seed43,price_only,differential_sharpe,none,698.1566579603693,3180.199718222669,0.050000000000000044,-0.0013509468494898869,0.05461231069728467,0.32856121014812206,0.16621654964280272,-0.3960502377210928
6,43,reward_only_none_seed43,price_only,differential_sharpe,none,6537.038835103557,10268.25049811114,0.050000000000000044,-0.24372365413122332,-0.04479943288631616,0.43442566075372163,-0.103123357880356,-0.517189958358655
7,43,reward_only_none_seed43,price_only,differential_sharpe,none,759.8632765463537,6973.563482376004,0.050000000000000044,0.0,0.0,0.0,0.0,0.0
8,43,reward_only_none_seed43,price_only,differential_sharpe,none,5675.975047648005,6991.080343700343,0.050000000000000044,-0.1846892550185899,-0.04861927106848318,0.3245512033175668,-0.14980462426728458,-0.4322741237370179
9,43,reward_only_none_seed43,price_only,differential_sharpe,none,6541.271354675212,9065.805549217728,0.050000000000000044,-0.056596503617390215,0.004511353201878121,0.26013016064971134,0.01734267641480091,-0.3455027745004624
10,43,reward_only_none_seed43,price_only,differential_sharpe,none,1176.401715557641,12048.207014248741,0.050000000000000044,-0.0012314900579675214,0.044838548928396005,0.2982567055719451,0.15033542613036108,-0.36444425767475563
11,43,reward_only_none_seed43,price_only,differential_sharpe,none,6544.034844146247,18273.22454806953,0.050000000000000044,-0.0004061975141032015,0.05211602319770203,0.31956861961853916,0.16308241797931095,-0.35523551961529176
12,43,reward_only_none_seed43,price_only,differential_sharpe,none,6545.6477079904835,22159.8726958087,0.050000000000000044,-0.09171387569678424,-0.022499092767505058,0.22610245402946397,-0.09950839704098544,-0.32869534527442235
13,43,reward_only_none_seed43,price_only,differential_sharpe,none,3513.510968924383,17320.898227335816,0.050000000000000044,0.0775714321614156,0.08715189561144743,0.3035061007704803,0.28715039134371173,-0.36444425767475574
14,43,reward_only_none_seed43,price_only,differential_sharpe,none,1209.5715020956884,22967.039745981685,0.050000000000000044,0.12915973477350495,0.09630157233825476,0.24936287770443674,0.38619049164326086,-0.27486693733129597
15,43,reward_only_none_seed43,price_only,differential_sharpe,none,6540.86139427874,15864.517313645694,0.050000000000000044,0.019604201823753442,0.06599190195029792,0.3300639164002779,0.1999367354966111,-0.37834910164854674
16,43,reward_only_none_seed43,price_only,differential_sharpe,none,1834.9751915214888,13162.510857120664,0.050000000000000044,-0.01676747107795995,0.023783121829670018,0.253272806319424,0.09390317963972449,-0.2982405643483709
17,43,reward_only_none_seed43,price_only,differential_sharpe,none,3492.8307123292525,14764.884309925752,0.050000000000000044,-0.09943950628651677,-0.01803480979725236,0.26262579721089313,-0.06867112823181681,-0.29824056434837076
18,43,reward_only_none_seed43,price_only,differential_sharpe,none,502.94323813269625,12029.864086592903,0.050000000000000044,-0.08933022703319071,-0.013658336403306715,0.2580276321001088,-0.05293361913272759,-0.3347177103849176
19,43,reward_only_none_seed43,price_only,differential_sharpe,none,1382.9999679522844,6567.519514400121,0.050000000000000044,-0.10195738969543289,-0.020060451722984984,0.26004714336817475,-0.07714159618582464,-0.29824056434837076
20,43,reward_only_none_seed43,price_only,differential_sharpe,none,1223.8503754142582,5419.074386178332,0.050000000000000044,-0.0954861875834867,-0.02272536059430441,0.23413275018972904,-0.09706186159727316,-0.36113821440974536
21,43,reward_only_none_seed43,price_only,differential_sharpe,none,226.89081372830427,4468.312422589254,0.050000000000000044,0.017140834233773772,0.0475269861821086,0.27562091296560803,0.1724360668816122,-0.3455027745004622
22,43,reward_only_none_seed43,price_only,differential_sharpe,none,503.9654907577154,2485.609437951105,0.050000000000000044,-0.0954861875834867,-0.02272536059430441,0.23413275018972904,-0.09706186159727316,-0.36113821440974536
23,43,reward_only_none_seed43,price_only,differential_sharpe,none,74.64276890635117,897.0098697031906,0.050000000000000044,-0.19784994326438587,-0.07616432613460455,0.25063319195840655,-0.30388762772986705,-0.39434596832972746
24,43,reward_only_none_seed43,price_only,differential_sharpe,none,73.01411179781918,346.5060297759796,0.050000000000000044,-0.046926055393312516,-0.01588017432897537,0.1255201345062238,-0.12651495627729725,-0.2050271230486047
25,43,reward_only_none_seed43,price_only,differential_sharpe,none,2231.8382177421327,727.1101894831172,0.050000000000000044,0.36398385931397415,0.23471878599784013,0.3332005288289932,0.7044370152194556,-0.30726396583304083
26,43,reward_only_none_seed43,price_only,differential_sharpe,none,500.5557445393595,643.0987956859345,0.050000000000000044,-0.09528064678125225,-0.03939925056483706,0.14001317025911786,-0.28139674640551415,-0.24753528761936228
27,43,reward_only_none_seed43,price_only,differential_sharpe,none,509.1251086788255,261.2731884343272,0.050000000000000044,-0.11581002110295158,-0.022904947033635437,0.2780741371592505,-0.08236992935634997,-0.2982405643483711
28,43,reward_only_none_seed43,price_only,differential_sharpe,none,864.022683311819,621.0454389064131,0.050000000000000044,-0.010177687165178972,-0.005100728362673723,0.006539546879757923,-0.7799819248122798,-0.010177687165178972
29,43,reward_only_none_seed43,price_only,differential_sharpe,none,576.8315418435872,768.7230114717044,0.050000000000000044,-0.2780976336816817,-0.12360117198877629,0.25111983210633704,-0.4921999626713561,-0.39434596832972746
30,43,reward_only_none_seed43,price_only,differential_sharpe,none,508.247608423857,757.3243475122777,0.050000000000000044,-0.09019706707001918,-0.009862014290587195,0.27415392368642155,-0.03597254475871522,-0.29824056434837065
31,43,reward_only_none_seed43,price_only,differential_sharpe,none,1855.4241890761552,786.5761185038782,0.050000000000000044,0.03794693519306325,0.06538172057682479,0.29890114988924826,0.2187402778512249,-0.3644346548698634
32,43,reward_only_none_seed43,price_only,differential_sharpe,none,506.3104843154037,491.6444606775432,0.050000000000000044,0.16621063997176266,0.1513238805601793,0.3571717831287111,0.42367255115908176,-0.39040420526540964
33,43,reward_only_none_seed43,price_only,differential_sharpe,none,6539.689907508565,4141.929432462794,0.050000000000000044,-0.5463527194835855,-0.23340058083128412,0.5103001277508746,-0.45737903664650625,-0.741269268903933
34,43,reward_only_none_seed43,price_only,differential_sharpe,none,6547.206111278197,8345.428028560355,0.050000000000000044,-0.10843411892343979,-0.017635651340382474,0.282201892059043,-0.06249303012005567,-0.39434596832972757
35,43,reward_only_none_seed43,price_only,differential_sharpe,none,3481.5239210804366,11136.357543998607,0.050000000000000044,-0.09528064678125225,-0.03939925056483706,0.14001317025911786,-0.28139674640551415,-0.24753528761936228
36,43,reward_only_none_seed43,price_only,differential_sharpe,none,1200.16600527349,10013.474399179759,0.050000000000000044,-0.04417132760095588,-0.013268464575060146,0.1347722134638017,-0.09845103997363601,-0.2050271230486047
37,43,reward_only_none_seed43,price_only,differential_sharpe,none,513.0378866662197,9835.695224303103,0.050000000000000044,-0.09528064678125225,-0.03939925056483706,0.14001317025911786,-0.28139674640551415,-0.24753528761936228
38,43,reward_only_none_seed43,price_only,differential_sharpe,none,1190.7382647999432,7914.234604567827,0.050000000000000044,0.25472005161938904,0.1298050719025412,0.1307266871745353,0.9929500602217232,-0.07362589725888957
39,43,reward_only_none_seed43,price_only,differential_sharpe,none,742.5871640231632,8528.603378035163,0.050000000000000044,-0.1269848346532273,-0.05493018498049651,0.15070924217223491,-0.36447787931758485,-0.2475352876193624
40,43,reward_only_none_seed43,price_only,differential_sharpe,none,6105.180438599025,6954.335508934979,0.050000000000000044,-0.14321771153014284,0.04656625230547817,0.4955114350910174,0.09397614062513958,-0.5354855314551528
41,43,reward_only_none_seed43,price_only,differential_sharpe,none,3501.404913200324,5394.657145203195,0.050000000000000044,-0.40415349328421224,-0.07663625229785476,0.600935863200812,-0.12752817229056865,-0.6645497464785908
42,43,reward_only_none_seed43,price_only,differential_sharpe,none,400.8296792067464,5384.545720122779,0.050000000000000044,-0.47054259845769475,-0.1477675676718473,0.5627405019261195,-0.26258562724039947,-0.7344149395005224
43,43,reward_only_none_seed43,price_only,differential_sharpe,none,86.87524848882904,4570.0651986963685,0.050000000000000044,-0.5604119401142378,-0.20885631643729374,0.5970056837913376,-0.3498397454291108,-0.7338829715606723
44,43,reward_only_none_seed43,price_only,differential_sharpe,none,3501.405690709411,7186.354524106802,0.050000000000000044,-0.5604119401142378,-0.20885631643729374,0.5970056837913376,-0.3498397454291108,-0.7338829715606723
45,43,reward_only_none_seed43,price_only,differential_sharpe,none,4861.7566228263,8186.962441802303,0.050000000000000044,-0.5808691493641045,-0.22612263617833095,0.6001099915854413,-0.37680198521763236,-0.7338829715606723
46,43,reward_only_none_seed43,price_only,differential_sharpe,none,399.5382618908937,8218.139747998717,0.050000000000000044,-0.48614276013338054,-0.1505181493212452,0.585044513069056,-0.2572764053997353,-0.7338829715606723
47,43,reward_only_none_seed43,price_only,differential_sharpe,none,3498.6157196814343,7030.676982915752,0.050000000000000044,-0.502479088999569,-0.1619147051137827,0.5895723082212799,-0.27463078380033484,-0.7338829715606723
48,43,reward_only_none_seed43,price_only,differential_sharpe,none,3496.906989976051,6926.995828764711,0.050000000000000044,-0.502479088999569,-0.1619147051137827,0.5895723082212799,-0.27463078380033484,-0.7338829715606723
49,43,reward_only_none_seed43,price_only,differential_sharpe,none,3499.689188491987,7174.696187426746,0.050000000000000044,-0.502479088999569,-0.1619147051137827,0.5895723082212799,-0.27463078380033484,-0.7338829715606723
50,43,reward_only_none_seed43,price_only,differential_sharpe,none,394.4546862425749,6590.102555257643,0.050000000000000044,0.20231765855093142,0.10406810413057799,0.11528626398360943,0.9026930055203597,-0.09829193354638555
51,43,reward_only_none_seed43,price_only,differential_sharpe,none,470.3048432704115,3954.609061357532,0.050000000000000044,-0.4938169088859651,-0.21411231104877593,0.45006183214989276,-0.4757397667471299,-0.7185909173545872
52,43,reward_only_none_seed43,price_only,differential_sharpe,none,1802.9617205367554,3246.7306319756076,0.050000000000000044,-0.5989181704487584,-0.240485325493615,0.6056170410047835,-0.3970914112565659,-0.7702280781184989
53,43,reward_only_none_seed43,price_only,differential_sharpe,none,715.553417456084,3886.140989493352,0.050000000000000044,-0.42506484601583827,-0.09374840874349244,0.5995740479091373,-0.15635834984922428,-0.670630914803633
54,43,reward_only_none_seed43,price_only,differential_sharpe,none,718.0989599189835,2607.2720649890207,0.050000000000000044,-0.5529245056319798,-0.19686325615615685,0.6079767204500621,-0.3238006481735459,-0.7344149395005224
55,43,reward_only_none_seed43,price_only,differential_sharpe,none,717.0438913448601,1407.9933674427455,0.050000000000000044,-0.4936212796469517,-0.14382189348975782,0.6104177135766986,-0.23561225418417792,-0.7338829715606723
56,43,reward_only_none_seed43,price_only,differential_sharpe,none,720.8573921292435,501.47925828390305,0.050000000000000044,-0.4936212796469517,-0.14382189348975782,0.6104177135766986,-0.23561225418417792,-0.7338829715606723
57,43,reward_only_none_seed43,price_only,differential_sharpe,none,763.2761621462122,551.3342454334299,0.050000000000000044,-0.4936212796469517,-0.14382189348975782,0.6104177135766986,-0.23561225418417792,-0.7338829715606723
58,43,reward_only_none_seed43,price_only,differential_sharpe,none,717.0491985442605,459.2495472074431,0.050000000000000044,-0.49802669079193174,-0.15556228162254282,0.5949936707271484,-0.2614519939891603,-0.7209000344936429
