episode,seed,run_name,state_mode,reward_mode,sentiment_imputation_mode,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown
1,44,baseline_none_seed44,price_only,profit,none,2.1736341105069834,0.5368619957828346,0.71557,-0.07720919915734714,0.0009318126483977007,0.2875315733198447,0.0032407315747588175,-0.4051890479036191
2,44,baseline_none_seed44,price_only,profit,none,2.108430318887652,0.038168738706257636,0.4311400000000001,-0.5756642214989558,-0.25209024245854095,0.5274460696902179,-0.477945058167937,-0.7495110330306975
3,44,baseline_none_seed44,price_only,profit,none,2.093689784843384,0.025043634719569323,0.14671,-0.41519691064500797,-0.1264979105433811,0.5168129641853447,-0.24476535866854754,-0.6705395803991132
4,44,baseline_none_seed44,price_only,profit,none,1.1222493998183243,0.01188976701107013,0.050000000000000044,0.0,0.0,0.0,0.0,0.0
5,44,baseline_none_seed44,price_only,profit,none,2.0020596309941867,0.005491852664040947,0.050000000000000044,-0.4626834835174537,-0.1253334911182966,0.5969384411393394,-0.20996049589146973,-0.6645497464785907
6,44,baseline_none_seed44,price_only,profit,none,2.3046163317177926,0.003710023207556078,0.050000000000000044,-0.17925259382626102,-0.024202026219872996,0.387821140192438,-0.062405123681148165,-0.37758557302427764
7,44,baseline_none_seed44,price_only,profit,none,2.4991948996137894,0.0036296039462694867,0.050000000000000044,-0.3125072308649097,-0.09391029186918787,0.4228748114012393,-0.22207587053484323,-0.43244368391320187
8,44,baseline_none_seed44,price_only,profit,none,3.662311947868891,0.0029471785602657188,0.050000000000000044,-0.5015788316123022,-0.19099857011253674,0.523343482944733,-0.36495834253601833,-0.6520721247810912
9,44,baseline_none_seed44,price_only,profit,none,1.8140266452564342,0.0024935531045161513,0.050000000000000044,-0.5569329456730101,-0.24858055091679554,0.49443691531393974,-0.5027548373061118,-0.6871259212326217
10,44,baseline_none_seed44,price_only,profit,none,3.2472047169761717,0.002117839117747381,0.050000000000000044,-0.42748418948157696,-0.13043628101050442,0.5285699711701959,-0.24677202286337382,-0.6426486989864357
11,44,baseline_none_seed44,price_only,profit,none,2.5261686871070586,0.002539388641637906,0.050000000000000044,-0.7204277027983007,-0.41281765611217347,0.4608062655731694,-0.8958594684008783,-0.7703876649393371
12,44,baseline_none_seed44,price_only,profit,none,1.3174797599088288,0.0013977739679104223,0.050000000000000044,-0.5010119779902265,-0.1912634395600208,0.521334220859407,-0.36687298072381974,-0.7012307174466503
13,44,baseline_none_seed44,price_only,profit,none,2.668456411846529,0.0013041202418667742,0.050000000000000044,0.0,0.0,0.0,0.0,0.0
14,44,baseline_none_seed44,price_only,profit,none,2.1690810845429995,0.0010891360335805408,0.050000000000000044,-0.4262855184312301,-0.1451525033187805,0.4930261813695023,-0.2944113493437275,-0.6171245322826817
15,44,baseline_none_seed44,price_only,profit,none,0.6478507639238986,0.00234888342626218,0.050000000000000044,-0.1347459194296694,-0.05844828841661631,0.1573973185032339,-0.37134233907177666,-0.19684922517459014
16,44,baseline_none_seed44,price_only,profit,none,1.0487894998026537,0.0010848598407053264,0.050000000000000044,-0.5675809126203057,-0.24905949900339308,0.5167362115245191,-0.4819857665260125,-0.7576329893682077
17,44,baseline_none_seed44,price_only,profit,none,1.469821795751172,0.0013075537637861243,0.050000000000000044,-0.35809021447368905,-0.11074412081654761,0.4581324884467361,-0.2417294638763063,-0.6005404627771816
18,44,baseline_none_seed44,price_only,profit,none,2.298991110012017,0.0007762623139091024,0.050000000000000044,-0.09743402044447302,-0.032995823386723466,0.1894844064667924,-0.17413476919804513,-0.18519093866649172
19,44,baseline_none_seed44,price_only,profit,none,3.0746239290945483,0.0006697248292861521,0.050000000000000044,-0.7347615404499965,-0.3921515698272129,0.5780310847858341,-0.6784264378662416,-0.8165173676622152
20,44,baseline_none_seed44,price_only,profit,none,3.8879109665728815,0.0007384300684471912,0.050000000000000044,0.09568167888746304,0.07684562181105359,0.23958835157263259,0.3207402250845964,-0.23102682570866473
21,44,baseline_none_seed44,price_only,profit,none,3.2204486451367225,0.0007966470321366326,0.050000000000000044,-0.33977234421266256,-0.14795147210672377,0.3105742060617717,-0.47638042444934053,-0.40692377418849146
22,44,baseline_none_seed44,price_only,profit,none,1.1323496588985955,0.000727861380355735,0.050000000000000044,-0.5833909033744332,-0.23419572620578666,0.5881273634575013,-0.39820579819478147,-0.7664843439834943
23,44,baseline_none_seed44,price_only,profit,none,1.581890107955495,0.0014753577914698647,0.050000000000000044,-0.310845274498904,-0.09679125331186156,0.41157255034275464,-0.23517421954222775,-0.6653801851621494
24,44,baseline_none_seed44,price_only,profit,none,1.5495851625685306,0.0012993580784700603,0.050000000000000044,-0.2528002767832307,-0.12330347059804292,0.16843911168950362,-0.7320358636498713,-0.3554514777252631
25,44,baseline_none_seed44,price_only,profit,none,0.8503745755633898,0.0008167848168684415,0.050000000000000044,-0.5344571482562895,-0.23163434321664444,0.48862881083954623,-0.4740497041479355,-0.7698649126054313
26,44,baseline_none_seed44,price_only,profit,none,2.1668847406848135,0.0018179709912094543,0.050000000000000044,-0.7229357726799697,-0.37567938789111355,0.5862659982113597,-0.6408002323813331,-0.824660533904777
27,44,baseline_none_seed44,price_only,profit,none,3.0421613532972773,0.0011930723862244102,0.050000000000000044,0.0904637225536773,0.08993561134740258,0.294587148857672,0.3052937363226745,-0.26919844010328386
28,44,baseline_none_seed44,price_only,profit,none,2.324020153392825,0.000990887993415376,0.050000000000000044,-0.6951623647172467,-0.3495524048687748,0.5757461217122383,-0.6071294129246144,-0.8377372506486218
