episode,seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,episode_reward,average_loss,epsilon,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown,validation_selector
1,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,-0.4228036470252493,0.0011035804662662065,0.71557,-0.42312611339115125,-0.12351844393697953,0.5372297467702246,-0.22991735785213113,-0.7127635304421487,sharpe_ratio
2,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,1.6715805566686928,0.00047153689392956513,0.4311400000000001,-0.3973883924529391,-0.13245693527003732,0.47436991174016235,-0.2792271010278389,-0.6868582219892658,sharpe_ratio
3,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,4.713052717321502,0.0006622390284759174,0.14671,-0.7118491229589284,-0.39297100843221044,0.4973093293512167,-0.7901943222035978,-0.7805361475397385,sharpe_ratio
4,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,6.294773815840143,0.0007330387024381232,0.050000000000000044,-0.7014401428519241,-0.3853931476613466,0.48742980190972296,-0.7906638989889366,-0.7704134597286074,sharpe_ratio
5,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,7.177032720595525,0.0007324188674097718,0.050000000000000044,-0.7151710814027255,-0.4024071978142788,0.47819842564472687,-0.8415067391151211,-0.7809722759963752,sharpe_ratio
6,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.416283629113748,0.0007638044802066991,0.050000000000000044,-0.658200749576295,-0.35605712269138423,0.4418146735241913,-0.8058970062068085,-0.7371632337926328,sharpe_ratio
7,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.592973306223152,0.0007844199934088094,0.050000000000000044,-0.6025616628843704,-0.29813959734661544,0.46588766406387944,-0.6399388100255354,-0.7177175731660709,sharpe_ratio
8,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.087429436297226,0.0007911527948088524,0.050000000000000044,-0.6430141373555986,-0.3425965397561952,0.43909083947297156,-0.7802406904398285,-0.7467026821126117,sharpe_ratio
9,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,7.5239321338776035,0.0008287705641949727,0.050000000000000044,-0.8015438374428715,-0.5057271628141953,0.45890814980953,-1.1020226226622856,-0.8584137440238568,sharpe_ratio
10,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.441274669275908,0.0008388475864349865,0.050000000000000044,-0.736586337731607,-0.43674082873172904,0.43423642801768547,-1.0057673666980826,-0.8122584958851702,sharpe_ratio
11,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.712892823393325,0.0008456057528245064,0.050000000000000044,-0.7475613911230237,-0.44935703156797013,0.4312863383332526,-1.0418995262046868,-0.8115969650570837,sharpe_ratio
12,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.980104902557239,0.000857072339277172,0.050000000000000044,-0.5855200981934608,-0.3033095343540123,0.39917885733195735,-0.7598336654934105,-0.6991961442642327,sharpe_ratio
13,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.596626665871606,0.0008829654329999194,0.050000000000000044,-0.7547585223352374,-0.45733490192038884,0.430713477403406,-1.061807735103792,-0.8169684150476209,sharpe_ratio
14,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.37888191664462,0.000914967535770515,0.050000000000000044,-0.5134934431564488,-0.24999825748695426,0.38227102708518607,-0.6539817034871548,-0.6369045438939857,sharpe_ratio
15,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.16746777699135,0.0008995652806103098,0.050000000000000044,-0.3828665164035391,-0.1524360747865432,0.391077889062368,-0.3897844369366357,-0.5544697073368032,sharpe_ratio
16,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.146809171435297,0.000922893211592372,0.050000000000000044,-0.6108438119912196,-0.319104537808481,0.42089689134337477,-0.7581537055072953,-0.7197654285753439,sharpe_ratio
17,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.056556296628592,0.0009318365691025644,0.050000000000000044,-0.6441445024252359,-0.3420600082297762,0.4456195902153505,-0.7676054099517303,-0.735449971018246,sharpe_ratio
18,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.969025205906735,0.0008929172219240723,0.050000000000000044,-0.5301871260849489,-0.2529299529771347,0.41634678726141916,-0.6074982699898271,-0.6451490776345133,sharpe_ratio
19,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.187730482248316,0.0008547142810270977,0.050000000000000044,-0.46498617059701797,-0.20906984072972612,0.3967517948203867,-0.5269537364648194,-0.6616280015436924,sharpe_ratio
20,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.149168130087622,0.0007697754830704304,0.050000000000000044,-0.4058379271238942,-0.16564024885821638,0.3991093316664099,-0.41502474564204006,-0.6141337224639793,sharpe_ratio
21,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.192572965748308,0.0007765082153950494,0.050000000000000044,-0.45807836010410385,-0.19862928005999836,0.41327745812441247,-0.48061968093164975,-0.6124662599315671,sharpe_ratio
22,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.671159912307036,0.0007687451100123407,0.050000000000000044,-0.43670828155198804,-0.18810080827982634,0.3978205185078712,-0.4728283221422241,-0.6253294235839284,sharpe_ratio
23,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,8.946281866038202,0.000733363110121525,0.050000000000000044,-0.4246810222123426,-0.17813468617395067,0.40195574841885384,-0.4431698933891779,-0.617458133223016,sharpe_ratio
24,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.476757162595781,0.0007321360953512702,0.050000000000000044,-0.06831878731263974,0.04634588520740701,0.404376115941372,0.11461083723878097,-0.5265235392022227,sharpe_ratio
25,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.064112203878882,0.0007450193179058659,0.050000000000000044,-0.4997964462726966,-0.21947285085535595,0.4478864877048,-0.4900189152390986,-0.7237306412743368,sharpe_ratio
26,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.454595430810665,0.0007794416965392611,0.050000000000000044,-0.30917343476440884,-0.08933875543124081,0.4300226497066822,-0.20775360435590695,-0.6629961810945577,sharpe_ratio
27,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.206115896613648,0.0007663029443362819,0.050000000000000044,-0.39319867490889626,-0.13400193234186053,0.46288733780962277,-0.28949146238468315,-0.6575002513704034,sharpe_ratio
28,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.498371764674948,0.0007575472281057806,0.050000000000000044,-0.3787657412353247,-0.14700639407145377,0.39895062599427594,-0.3684826755317912,-0.6431638286942676,sharpe_ratio
29,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.540277982816185,0.0007872012122745739,0.050000000000000044,-0.5619498848688922,-0.28126935732941527,0.40814951432852425,-0.6891331422803515,-0.7416142751816811,sharpe_ratio
30,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.963592043705624,0.0007787139602940226,0.050000000000000044,-0.5465865366759293,-0.26138354309299183,0.4323574684652627,-0.6045542454044422,-0.6642236104481924,sharpe_ratio
31,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.305460906608777,0.0007507595240112653,0.050000000000000044,-0.4397929640129673,-0.17236086842702236,0.4497392400997311,-0.38324623039074995,-0.57039139494317,sharpe_ratio
32,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.421868191507997,0.000728575054551621,0.050000000000000044,-0.49655347929890203,-0.22818941467620557,0.4122570278242018,-0.5535124916621483,-0.6308531666195418,sharpe_ratio
33,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.330124655250794,0.0007635348053384976,0.050000000000000044,-0.48078302412524854,-0.21519582351981548,0.41462116294011087,-0.5190179439801027,-0.6071784681551133,sharpe_ratio
34,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.237917067123238,0.000725497607684227,0.050000000000000044,-0.35529547732189204,-0.1199876131822214,0.42950804649281454,-0.27936057115108953,-0.5403545972612165,sharpe_ratio
35,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.757982460124822,0.000718999730809433,0.050000000000000044,-0.3996728816079289,-0.14534214187861838,0.4442931353362751,-0.3271311895661235,-0.6258383340260649,sharpe_ratio
36,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.77431443407499,0.0007190276269572952,0.050000000000000044,-0.44157923521367615,-0.19106299576037966,0.4008679188907287,-0.4766233134571712,-0.5864602103429497,sharpe_ratio
37,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.058484664293664,0.0007244376740968956,0.050000000000000044,-0.06025342940555023,0.0568626099174101,0.416144418473075,0.13664152970272067,-0.4486913231967905,sharpe_ratio
38,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.00417950195403,0.000739968286500746,0.050000000000000044,-0.2660540971435682,-0.07063347062742698,0.40494674643698164,-0.1744265665767463,-0.4861663060022736,sharpe_ratio
39,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.246786274016932,0.0007106117121590663,0.050000000000000044,-0.40975824045328735,-0.1697402602845446,0.3964758534192325,-0.4281225674166383,-0.5863595774955315,sharpe_ratio
40,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.016983229324694,0.000716987179022851,0.050000000000000044,-0.33228279172876474,-0.11431866860153117,0.40307514518984755,-0.28361626849427124,-0.5329828102979769,sharpe_ratio
41,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.323986101367353,0.0007186431625379534,0.050000000000000044,-0.29551654802170035,-0.09308458942087594,0.39538859274471805,-0.2354255816403278,-0.5502232471274049,sharpe_ratio
42,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.8592736135491,0.0007350803372917078,0.050000000000000044,-0.239679377343316,-0.05839417341388664,0.3934700364189013,-0.1484081836201582,-0.4671685991243705,sharpe_ratio
43,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.023936378339254,0.0007489805959817395,0.050000000000000044,-0.09765629456152891,0.021674784801429814,0.38319081808887195,0.056563946154896814,-0.36763906395159474,sharpe_ratio
44,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.399149113282869,0.0007168841136688816,0.050000000000000044,-0.10297642571022314,0.02073263915600343,0.3884302387734836,0.053375450947045974,-0.371367402823814,sharpe_ratio
45,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.888432430933928,0.000714944944225977,0.050000000000000044,-0.25101689706769326,-0.06674871238411484,0.3904354203027387,-0.17095967454069289,-0.4756387997755903,sharpe_ratio
46,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.815656722532921,0.0007304653526557847,0.050000000000000044,-0.2290377819180569,-0.05327221369873991,0.39028567455668695,-0.13649543698791947,-0.47409110336618654,sharpe_ratio
47,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.65101557593607,0.0007155625490104978,0.050000000000000044,-0.21817264448060492,-0.04895487871047122,0.3839455151685447,-0.1275047546498387,-0.4526446205482977,sharpe_ratio
48,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.162459957069789,0.000720574667797198,0.050000000000000044,-0.3317291583109112,-0.10773683546381341,0.4194948758774547,-0.2568251524847853,-0.5264485623058989,sharpe_ratio
49,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,9.989829365319553,0.0007262321923893324,0.050000000000000044,-0.33532824883977475,-0.11288774155452785,0.41317342326864975,-0.2732212073600074,-0.5438858309664389,sharpe_ratio
50,42,profit_decay_seed42,profit,decay,0.005,20,1e-06,10.399804429992278,0.0007539831516424688,0.050000000000000044,-0.2461353285343153,-0.06549697151997691,0.38569528332565617,-0.16981532922889156,-0.47638045125616224,sharpe_ratio
