seed,run_name,reward_mode,sentiment_variant,differential_sharpe_eta,differential_sharpe_warmup_steps,differential_sharpe_min_variance,dataset,strategy,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,comparison_group
45,profit_decay_seed45,profit,decay,0.005,20,1e-06,train,double_dqn,2.6666718627470094,0.26475078587143686,0.17915255383226708,1.477795209770282,-0.21686656831007523,profit_decay
45,profit_decay_seed45,profit,decay,0.005,20,1e-06,validation,double_dqn,0.2933188930914836,0.10200773331690582,0.18408423333959745,0.5541361770441393,-0.2920865890389325,profit_decay
45,profit_decay_seed45,profit,decay,0.005,20,1e-06,test,double_dqn,0.06378171387459997,0.0785050999263075,0.30094117404113524,0.2608652676937345,-0.3934717917307571,profit_decay
46,profit_decay_seed46,profit,decay,0.005,20,1e-06,train,double_dqn,0.6271386111720076,0.12740501140275606,0.27514265601113674,0.4630507433845488,-0.32777700542771626,profit_decay
46,profit_decay_seed46,profit,decay,0.005,20,1e-06,validation,double_dqn,-0.1993925099342827,-0.015108400896768237,0.3284276590429021,-0.046002218390487765,-0.5829883050130471,profit_decay
46,profit_decay_seed46,profit,decay,0.005,20,1e-06,test,double_dqn,-0.5923212108425489,-0.2740138496449307,0.5118776139902036,-0.5353112583082698,-0.6338508660237906,profit_decay
42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,train,double_dqn,2.925566985784874,0.3050880115739887,0.26956326109718487,1.131786321074355,-0.2238063165050429,sharpe_none
42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,validation,double_dqn,-0.12318223956942786,0.001890610187746944,0.29222107772893036,0.006469794042374687,-0.5549366395800222,sharpe_none
42,sharpe_none_seed42,sharpe,none,0.005,20,1e-06,test,double_dqn,0.23767896561290125,0.23974925562035465,0.4697535106004262,0.5103724617489578,-0.4102076793843825,sharpe_none
43,sharpe_none_seed43,sharpe,none,0.005,20,1e-06,train,double_dqn,3.4607144787978203,0.32250357499432925,0.2357672146638191,1.367889829186758,-0.21425402377842329,sharpe_none
43,sharpe_none_seed43,sharpe,none,0.005,20,1e-06,validation,double_dqn,0.10237864040971423,0.07764366206880613,0.29723582346476407,0.2612190588729976,-0.4583428879818765,sharpe_none
43,sharpe_none_seed43,sharpe,none,0.005,20,1e-06,test,double_dqn,0.2142760870872118,0.20716759578873534,0.4327162952795913,0.47876079095860713,-0.46169534830880177,sharpe_none
44,sharpe_none_seed44,sharpe,none,0.005,20,1e-06,train,double_dqn,4.418743126891686,0.36867644281674394,0.24360371601224518,1.5134270069928315,-0.21352045232440997,sharpe_none
44,sharpe_none_seed44,sharpe,none,0.005,20,1e-06,validation,double_dqn,0.33021101752926096,0.13534875042343986,0.27561860097831936,0.4910726269671713,-0.4006737270028663,sharpe_none
44,sharpe_none_seed44,sharpe,none,0.005,20,1e-06,test,double_dqn,0.2664724017299718,0.23396487779009179,0.4330828527397134,0.540231219753941,-0.46076771678203166,sharpe_none
45,sharpe_none_seed45,sharpe,none,0.005,20,1e-06,train,double_dqn,0.7388472930979391,0.13585358802203418,0.2599066280795755,0.5227015141008253,-0.34233356587049624,sharpe_none
45,sharpe_none_seed45,sharpe,none,0.005,20,1e-06,validation,double_dqn,0.037459429952100054,0.06040756582590312,0.30705652867178235,0.19673109080990667,-0.5286631882925816,sharpe_none
45,sharpe_none_seed45,sharpe,none,0.005,20,1e-06,test,double_dqn,0.4764207744461282,0.36548117794552115,0.47629202439282076,0.7673468360328691,-0.5192820089212088,sharpe_none
46,sharpe_none_seed46,sharpe,none,0.005,20,1e-06,train,double_dqn,42.15450553991424,0.9282722313416265,0.21581578319075212,4.301224950360367,-0.08757260462378147,sharpe_none
46,sharpe_none_seed46,sharpe,none,0.005,20,1e-06,validation,double_dqn,0.09554445118802235,0.06547112415773992,0.26429306625324206,0.2477216867089747,-0.3704478507654204,sharpe_none
46,sharpe_none_seed46,sharpe,none,0.005,20,1e-06,test,double_dqn,0.8383392955193283,0.48678805168677397,0.4309483543097841,1.129573989130145,-0.48919664219580794,sharpe_none
42,sharpe_sparse_seed42,sharpe,sparse,0.005,20,1e-06,train,double_dqn,7.736865598106096,0.48005864241804974,0.23486880061059237,2.0439438578901634,-0.2272737346696304,sharpe_sparse
42,sharpe_sparse_seed42,sharpe,sparse,0.005,20,1e-06,validation,double_dqn,0.3544512967873963,0.14433683392849161,0.28275171461373355,0.5104720023560947,-0.366150894356284,sharpe_sparse
42,sharpe_sparse_seed42,sharpe,sparse,0.005,20,1e-06,test,double_dqn,0.07483219386076123,0.13539964653886005,0.4237338186789679,0.31953939140609977,-0.4816822063226135,sharpe_sparse
43,sharpe_sparse_seed43,sharpe,sparse,0.005,20,1e-06,train,double_dqn,0.3317082753500069,0.07720322034099891,0.22914616054225997,0.3369169274244105,-0.24578089466493636,sharpe_sparse
